date,location,media,sample,image(48h),coef,count,color,year,doy,date_sample,temprature
2020-07-16,MRD,levine,MRD1,MRD1.JPG,1.0,5.0,purple,2020,198,"(datetime.date(2020, 7, 16), 'MRD1')",0
2020-07-16,MRD,levine,MRD2,MRD2.JPG,1.0,5.0,purple,2020,198,"(datetime.date(2020, 7, 16), 'MRD2')",0
2020-07-16,MRD,levine,MRD3,MRD3.JPG,1.0,30.0,purple,2020,198,"(datetime.date(2020, 7, 16), 'MRD3')",0
2020-07-22,VNX,LB,VNX1,7VNXLB.JPG,1.0,0.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'VNX1')",0
2020-07-22,VNX,levine,VNX1,7VNX1.JPG,1.0,2.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'VNX1')",0
2020-07-22,VNX,levine,VNX2,7VNX2.JPG,1.0,1.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'VNX2')",0
2020-07-22,VNX,levine,VNX3,7VNX3.JPG,1.0,3.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'VNX3')",0
2020-07-22,SVT,LB,SVT1,7SVTLB.JPG,1.0,0.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'SVT1')",0
2020-07-22,SVT,levine,SVT1,7SVT1.JPG,1.0,12.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'SVT1')",0
2020-07-22,SVT,levine,SVT2,7SVT2.JPG,1.0,10.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'SVT2')",0
2020-07-22,SVT,levine,SVT3,7SVT3.JPG,1.0,8.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'SVT3')",0
2020-07-22,MRD,LB,MRD1,7MRDLB.JPG,1.0,0.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'MRD1')",0
2020-07-22,MRD,levine,MRD1,7MRD1.JPG,1.0,1.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'MRD1')",0
2020-07-22,MRD,levine,MRD2,7MRD2.JPG,1.0,9.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'MRD2')",0
2020-07-22,MRD,levine,MRD3,7MRD3.JPG,1.0,1.0,purple,2020,204,"(datetime.date(2020, 7, 22), 'MRD3')",0
2020-08-06,VNX,LB,VNX1,IMG_1023.JPG,1.0,0.0,purple,2020,219,"(datetime.date(2020, 8, 6), 'VNX1')",0
2020-08-06,VNX,levine,VNX1,IMG_1024.JPG,1.0,0.0,purple,2020,219,"(datetime.date(2020, 8, 6), 'VNX1')",0
2020-08-06,VNX,levine,VNX2,IMG_1025.JPG,1.0,0.0,purple,2020,219,"(datetime.date(2020, 8, 6), 'VNX2')",0
2020-08-06,VNX,levine,VNX3,IMG_1028.JPG,1.0,0.0,purple,2020,219,"(datetime.date(2020, 8, 6), 'VNX3')",0
2020-08-06,SVT,LB,SVT1,IMG_1012.JPG,1.0,0.0,purple,2020,219,"(datetime.date(2020, 8, 6), 'SVT1')",0
2020-08-06,SVT,levine,SVT1,IMG_1016.JPG,1.0,14.0,purple,2020,219,"(datetime.date(2020, 8, 6), 'SVT1')",0
2020-08-06,SVT,levine,SVT2,IMG_1018.JPG,1.0,2.0,purple,2020,219,"(datetime.date(2020, 8, 6), 'SVT2')",0
2020-08-06,SVT,levine,SVT3,IMG_1022.JPG,1.0,3.0,purple,2020,219,"(datetime.date(2020, 8, 6), 'SVT3')",0
2020-08-06,MRD,LB,MRD1,IMG_1007.JPG,1.0,0.0,purple,2020,219,"(datetime.date(2020, 8, 6), 'MRD1')",0
