,date,location,count,plate,sample,colour,image,coef,before event,after event,event,date_sample,label,medium,doy,week,d,year
174,2016-08-02,MRD,1.0,2,MRD2,med_blue,,100,False,True,False,"('2016-08-02', 'MRD2')",Coliform,EasyGel,215,31,2016-08-02,2016
175,2016-08-09,MRD,0.0,2,MRD2,med_blue,,100,False,True,False,"('2016-08-09', 'MRD2')",Coliform,EasyGel,222,32,2016-08-09,2016
176,2016-07-05,SVT,0.0,2,SVT2,med_blue,,100,False,False,True,"('2016-07-05', 'SVT2')",Coliform,EasyGel,187,27,2016-07-05,2016
177,2016-07-12,SVT,26.0,2,SVT2,med_blue,,100,False,False,True,"('2016-07-12', 'SVT2')",Coliform,EasyGel,194,28,2016-07-12,2016
178,2016-07-19,SVT,0.0,2,SVT2,med_blue,,100,False,True,False,"('2016-07-19', 'SVT2')",Coliform,EasyGel,201,29,2016-07-19,2016
179,2016-06-21,SVT,0.0,2,SVT2,med_blue,,100,True,False,False,"('2016-06-21', 'SVT2')",Coliform,EasyGel,173,25,2016-06-21,2016
180,2016-06-28,SVT,1.0,2,SVT2,med_blue,,100,True,False,False,"('2016-06-28', 'SVT2')",Coliform,EasyGel,180,26,2016-06-28,2016
181,2016-07-26,SVT,0.0,2,SVT2,med_blue,,100,False,True,False,"('2016-07-26', 'SVT2')",Coliform,EasyGel,208,30,2016-07-26,2016
182,2016-08-02,SVT,0.0,2,SVT2,med_blue,,100,False,True,False,"('2016-08-02', 'SVT2')",Coliform,EasyGel,215,31,2016-08-02,2016
183,2016-08-09,SVT,1.0,2,SVT2,med_blue,,100,False,True,False,"('2016-08-09', 'SVT2')",Coliform,EasyGel,222,32,2016-08-09,2016
184,2016-07-05,VNX,0.0,2,VNX2,med_blue,,100,False,False,True,"('2016-07-05', 'VNX2')",Coliform,EasyGel,187,27,2016-07-05,2016
185,2016-07-12,VNX,0.0,2,VNX2,med_blue,,100,False,False,True,"('2016-07-12', 'VNX2')",Coliform,EasyGel,194,28,2016-07-12,2016
186,2016-07-19,VNX,7.0,2,VNX2,med_blue,,100,False,True,False,"('2016-07-19', 'VNX2')",Coliform,EasyGel,201,29,2016-07-19,2016
187,2016-06-21,VNX,0.0,2,VNX2,med_blue,,100,True,False,False,"('2016-06-21', 'VNX2')",Coliform,EasyGel,173,25,2016-06-21,2016
188,2016-06-28,VNX,3.0,2,VNX2,med_blue,,100,True,False,False,"('2016-06-28', 'VNX2')",Coliform,EasyGel,180,26,2016-06-28,2016
189,2016-07-26,VNX,2.0,2,VNX2,med_blue,,100,False,True,False,"('2016-07-26', 'VNX2')",Coliform,EasyGel,208,30,2016-07-26,2016
190,2016-08-09,VNX,19.0,2,VNX2,med_blue,,100,False,True,False,"('2016-08-09', 'VNX2')",Coliform,EasyGel,222,32,2016-08-09,2016
191,2016-08-02,VNX,0.0,2,VNX2,med_blue,,100,False,True,False,"('2016-08-02', 'VNX2')",Coliform,EasyGel,215,31,2016-08-02,2016
192,2016-07-05,MRD,0.0,2,MRD2,other,,100,False,False,True,"('2016-07-05', 'MRD2')",Other,EasyGel,187,27,2016-07-05,2016
193,2016-07-12,MRD,26.0,2,MRD2,other,,100,False,False,True,"('2016-07-12', 'MRD2')",Other,EasyGel,194,28,2016-07-12,2016
194,2016-07-19,MRD,2.0,2,MRD2,other,,100,False,True,False,"('2016-07-19', 'MRD2')",Other,EasyGel,201,29,2016-07-19,2016
195,2016-06-21,MRD,0.0,2,MRD2,other,,100,True,False,False,"('2016-06-21', 'MRD2')",Other,EasyGel,173,25,2016-06-21,2016
196,2016-06-28,MRD,0.0,2,MRD2,other,,100,True,False,False,"('2016-06-28', 'MRD2')",Other,EasyGel,180,26,2016-06-28,2016
197,2016-07-26,MRD,3.0,2,MRD2,other,,100,False,True,False,"('2016-07-26', 'MRD2')",Other,EasyGel,208,30,2016-07-26,2016
198,2016-08-02,MRD,0.0,2,MRD2,other,,100,False,True,False,"('2016-08-02', 'MRD2')",Other,EasyGel,215,31,2016-08-02,2016
199,2016-08-09,MRD,0.0,2,MRD2,other,,100,False,True,False,"('2016-08-09', 'MRD2')",Other,EasyGel,222,32,2016-08-09,2016
200,2016-07-05,SVT,0.0,2,SVT2,other,,100,False,False,True,"('2016-07-05', 'SVT2')",Other,EasyGel,187,27,2016-07-05,2016
201,2016-07-12,SVT,7.0,2,SVT2,other,,100,False,False,True,"('2016-07-12', 'SVT2')",Other,EasyGel,194,28,2016-07-12,2016
202,2016-07-19,SVT,17.0,2,SVT2,other,,100,False,True,False,"('2016-07-19', 'SVT2')",Other,EasyGel,201,29,2016-07-19,2016
203,2016-06-21,SVT,0.0,2,SVT2,other,,100,True,False,False,"('2016-06-21', 'SVT2')",Other,EasyGel,173,25,2016-06-21,2016
204,2016-06-28,SVT,14.0,2,SVT2,other,,100,True,False,False,"('2016-06-28', 'SVT2')",Other,EasyGel,180,26,2016-06-28,2016
205,2016-07-26,SVT,9.0,2,SVT2,other,,100,False,True,False,"('2016-07-26', 'SVT2')",Other,EasyGel,208,30,2016-07-26,2016
206,2016-08-02,SVT,2.0,2,SVT2,other,,100,False,True,False,"('2016-08-02', 'SVT2')",Other,EasyGel,215,31,2016-08-02,2016
207,2016-08-09,SVT,0.0,2,SVT2,other,,100,False,True,False,"('2016-08-09', 'SVT2')",Other,EasyGel,222,32,2016-08-09,2016
208,2016-07-05,VNX,1.0,2,VNX2,other,,100,False,False,True,"('2016-07-05', 'VNX2')",Other,EasyGel,187,27,2016-07-05,2016
209,2016-07-12,VNX,5.0,2,VNX2,other,,100,False,False,True,"('2016-07-12', 'VNX2')",Other,EasyGel,194,28,2016-07-12,2016
210,2016-07-19,VNX,2.0,2,VNX2,other,,100,False,True,False,"('2016-07-19', 'VNX2')",Other,EasyGel,201,29,2016-07-19,2016
211,2016-06-21,VNX,0.0,2,VNX2,other,,100,True,False,False,"('2016-06-21', 'VNX2')",Other,EasyGel,173,25,2016-06-21,2016
212,2016-06-28,VNX,8.0,2,VNX2,other,,100,True,False,False,"('2016-06-28', 'VNX2')",Other,EasyGel,180,26,2016-06-28,2016
213,2016-07-26,VNX,4.0,2,VNX2,other,,100,False,True,False,"('2016-07-26', 'VNX2')",Other,EasyGel,208,30,2016-07-26,2016
214,2016-08-09,VNX,7.0,2,VNX2,other,,100,False,True,False,"('2016-08-09', 'VNX2')",Other,EasyGel,222,32,2016-08-09,2016
215,2016-08-02,VNX,2.0,2,VNX2,other,,100,False,True,False,"('2016-08-02', 'VNX2')",Other,EasyGel,215,31,2016-08-02,2016
216,2016-07-05,MRD,0.0,2,MRD2,pink,,100,False,False,True,"('2016-07-05', 'MRD2')",Coliform,EasyGel,187,27,2016-07-05,2016
217,2016-07-12,MRD,17.0,2,MRD2,pink,,100,False,False,True,"('2016-07-12', 'MRD2')",Coliform,EasyGel,194,28,2016-07-12,2016
218,2016-07-19,MRD,4.0,2,MRD2,pink,,100,False,True,False,"('2016-07-19', 'MRD2')",Coliform,EasyGel,201,29,2016-07-19,2016
219,2016-06-21,MRD,2.0,2,MRD2,pink,,100,True,False,False,"('2016-06-21', 'MRD2')",Coliform,EasyGel,173,25,2016-06-21,2016
220,2016-06-28,MRD,4.0,2,MRD2,pink,,100,True,False,False,"('2016-06-28', 'MRD2')",Coliform,EasyGel,180,26,2016-06-28,2016
221,2016-07-26,MRD,2.0,2,MRD2,pink,,100,False,True,False,"('2016-07-26', 'MRD2')",Coliform,EasyGel,208,30,2016-07-26,2016
222,2016-08-02,MRD,3.0,2,MRD2,pink,,100,False,True,False,"('2016-08-02', 'MRD2')",Coliform,EasyGel,215,31,2016-08-02,2016
223,2016-08-09,MRD,0.0,2,MRD2,pink,,100,False,True,False,"('2016-08-09', 'MRD2')",Coliform,EasyGel,222,32,2016-08-09,2016
224,2016-07-05,SVT,0.0,2,SVT2,pink,,100,False,False,True,"('2016-07-05', 'SVT2')",Coliform,EasyGel,187,27,2016-07-05,2016
225,2016-07-12,SVT,40.0,2,SVT2,pink,,100,False,False,True,"('2016-07-12', 'SVT2')",Coliform,EasyGel,194,28,2016-07-12,2016
226,2016-07-19,SVT,5.0,2,SVT2,pink,,100,False,True,False,"('2016-07-19', 'SVT2')",Coliform,EasyGel,201,29,2016-07-19,2016
227,2016-06-21,SVT,0.0,2,SVT2,pink,,100,True,False,False,"('2016-06-21', 'SVT2')",Coliform,EasyGel,173,25,2016-06-21,2016
228,2016-06-28,SVT,7.0,2,SVT2,pink,,100,True,False,False,"('2016-06-28', 'SVT2')",Coliform,EasyGel,180,26,2016-06-28,2016
229,2016-07-26,SVT,0.0,2,SVT2,pink,,100,False,True,False,"('2016-07-26', 'SVT2')",Coliform,EasyGel,208,30,2016-07-26,2016
230,2016-08-02,SVT,1.0,2,SVT2,pink,,100,False,True,False,"('2016-08-02', 'SVT2')",Coliform,EasyGel,215,31,2016-08-02,2016
231,2016-08-09,SVT,2.0,2,SVT2,pink,,100,False,True,False,"('2016-08-09', 'SVT2')",Coliform,EasyGel,222,32,2016-08-09,2016
232,2016-07-05,VNX,1.0,2,VNX2,pink,,100,False,False,True,"('2016-07-05', 'VNX2')",Coliform,EasyGel,187,27,2016-07-05,2016
233,2016-07-12,VNX,5.0,2,VNX2,pink,,100,False,False,True,"('2016-07-12', 'VNX2')",Coliform,EasyGel,194,28,2016-07-12,2016
234,2016-07-19,VNX,0.0,2,VNX2,pink,,100,False,True,False,"('2016-07-19', 'VNX2')",Coliform,EasyGel,201,29,2016-07-19,2016
235,2016-06-21,VNX,0.0,2,VNX2,pink,,100,True,False,False,"('2016-06-21', 'VNX2')",Coliform,EasyGel,173,25,2016-06-21,2016
236,2016-06-28,VNX,0.0,2,VNX2,pink,,100,True,False,False,"('2016-06-28', 'VNX2')",Coliform,EasyGel,180,26,2016-06-28,2016
237,2016-07-26,VNX,0.0,2,VNX2,pink,,100,False,True,False,"('2016-07-26', 'VNX2')",Coliform,EasyGel,208,30,2016-07-26,2016
238,2016-08-09,VNX,0.0,2,VNX2,pink,,100,False,True,False,"('2016-08-09', 'VNX2')",Coliform,EasyGel,222,32,2016-08-09,2016
239,2016-08-02,VNX,1.0,2,VNX2,pink,,100,False,True,False,"('2016-08-02', 'VNX2')",Coliform,EasyGel,215,31,2016-08-02,2016
240,2016-07-05,MRD,0.0,2,MRD2,turq,,100,False,False,True,"('2016-07-05', 'MRD2')",Other,EasyGel,187,27,2016-07-05,2016
241,2016-07-12,MRD,4.0,2,MRD2,turq,,100,False,False,True,"('2016-07-12', 'MRD2')",Other,EasyGel,194,28,2016-07-12,2016
242,2016-07-19,MRD,0.0,2,MRD2,turq,,100,False,True,False,"('2016-07-19', 'MRD2')",Other,EasyGel,201,29,2016-07-19,2016
243,2016-06-21,MRD,2.0,2,MRD2,turq,,100,True,False,False,"('2016-06-21', 'MRD2')",Other,EasyGel,173,25,2016-06-21,2016
244,2016-06-28,MRD,1.0,2,MRD2,turq,,100,True,False,False,"('2016-06-28', 'MRD2')",Other,EasyGel,180,26,2016-06-28,2016
245,2016-07-26,MRD,0.0,2,MRD2,turq,,100,False,True,False,"('2016-07-26', 'MRD2')",Other,EasyGel,208,30,2016-07-26,2016
246,2016-08-02,MRD,0.0,2,MRD2,turq,,100,False,True,False,"('2016-08-02', 'MRD2')",Other,EasyGel,215,31,2016-08-02,2016
247,2016-08-09,MRD,0.0,2,MRD2,turq,,100,False,True,False,"('2016-08-09', 'MRD2')",Other,EasyGel,222,32,2016-08-09,2016
248,2016-07-05,SVT,0.0,2,SVT2,turq,,100,False,False,True,"('2016-07-05', 'SVT2')",Other,EasyGel,187,27,2016-07-05,2016
249,2016-07-12,SVT,13.0,2,SVT2,turq,,100,False,False,True,"('2016-07-12', 'SVT2')",Other,EasyGel,194,28,2016-07-12,2016
250,2016-07-19,SVT,0.0,2,SVT2,turq,,100,False,True,False,"('2016-07-19', 'SVT2')",Other,EasyGel,201,29,2016-07-19,2016
251,2016-06-21,SVT,0.0,2,SVT2,turq,,100,True,False,False,"('2016-06-21', 'SVT2')",Other,EasyGel,173,25,2016-06-21,2016
252,2016-06-28,SVT,0.0,2,SVT2,turq,,100,True,False,False,"('2016-06-28', 'SVT2')",Other,EasyGel,180,26,2016-06-28,2016
253,2016-07-26,SVT,0.0,2,SVT2,turq,,100,False,True,False,"('2016-07-26', 'SVT2')",Other,EasyGel,208,30,2016-07-26,2016
254,2016-08-02,SVT,0.0,2,SVT2,turq,,100,False,True,False,"('2016-08-02', 'SVT2')",Other,EasyGel,215,31,2016-08-02,2016
255,2016-08-09,SVT,0.0,2,SVT2,turq,,100,False,True,False,"('2016-08-09', 'SVT2')",Other,EasyGel,222,32,2016-08-09,2016
256,2016-07-05,VNX,0.0,2,VNX2,turq,,100,False,False,True,"('2016-07-05', 'VNX2')",Other,EasyGel,187,27,2016-07-05,2016
257,2016-07-12,VNX,0.0,2,VNX2,turq,,100,False,False,True,"('2016-07-12', 'VNX2')",Other,EasyGel,194,28,2016-07-12,2016
258,2016-07-19,VNX,0.0,2,VNX2,turq,,100,False,True,False,"('2016-07-19', 'VNX2')",Other,EasyGel,201,29,2016-07-19,2016
259,2016-06-21,VNX,0.0,2,VNX2,turq,,100,True,False,False,"('2016-06-21', 'VNX2')",Other,EasyGel,173,25,2016-06-21,2016
260,2016-06-28,VNX,0.0,2,VNX2,turq,,100,True,False,False,"('2016-06-28', 'VNX2')",Other,EasyGel,180,26,2016-06-28,2016
261,2016-07-26,VNX,0.0,2,VNX2,turq,,100,False,True,False,"('2016-07-26', 'VNX2')",Other,EasyGel,208,30,2016-07-26,2016
262,2016-08-09,VNX,9.0,2,VNX2,turq,,100,False,True,False,"('2016-08-09', 'VNX2')",Other,EasyGel,222,32,2016-08-09,2016
263,2016-08-02,VNX,0.0,2,VNX2,turq,,100,False,True,False,"('2016-08-02', 'VNX2')",Other,EasyGel,215,31,2016-08-02,2016
264,2016-07-05,MRD,0.0,3,MRD3,big_blue,,100,False,False,True,"('2016-07-05', 'MRD3')",Bioindicator,EasyGel,187,27,2016-07-05,2016
265,2016-07-12,MRD,12.0,3,MRD3,big_blue,,100,False,False,True,"('2016-07-12', 'MRD3')",Bioindicator,EasyGel,194,28,2016-07-12,2016
266,2016-07-19,MRD,20.0,3,MRD3,big_blue,,100,False,True,False,"('2016-07-19', 'MRD3')",Bioindicator,EasyGel,201,29,2016-07-19,2016
267,2016-06-21,MRD,0.0,3,MRD3,big_blue,,100,True,False,False,"('2016-06-21', 'MRD3')",Bioindicator,EasyGel,173,25,2016-06-21,2016
268,2016-06-28,MRD,1.0,3,MRD3,big_blue,,100,True,False,False,"('2016-06-28', 'MRD3')",Bioindicator,EasyGel,180,26,2016-06-28,2016
269,2016-07-26,MRD,25.0,3,MRD3,big_blue,,100,False,True,False,"('2016-07-26', 'MRD3')",Bioindicator,EasyGel,208,30,2016-07-26,2016
270,2016-08-02,MRD,1.0,3,MRD3,big_blue,,100,False,True,False,"('2016-08-02', 'MRD3')",Bioindicator,EasyGel,215,31,2016-08-02,2016
271,2016-08-09,MRD,0.0,3,MRD3,big_blue,,100,False,True,False,"('2016-08-09', 'MRD3')",Bioindicator,EasyGel,222,32,2016-08-09,2016
272,2016-07-05,SVT,1.0,3,SVT3,big_blue,,100,False,False,True,"('2016-07-05', 'SVT3')",Bioindicator,EasyGel,187,27,2016-07-05,2016
273,2016-07-12,SVT,33.0,3,SVT3,big_blue,,100,False,False,True,"('2016-07-12', 'SVT3')",Bioindicator,EasyGel,194,28,2016-07-12,2016
274,2016-07-19,SVT,17.0,3,SVT3,big_blue,,100,False,True,False,"('2016-07-19', 'SVT3')",Bioindicator,EasyGel,201,29,2016-07-19,2016
275,2016-06-21,SVT,1.0,3,SVT3,big_blue,,100,True,False,False,"('2016-06-21', 'SVT3')",Bioindicator,EasyGel,173,25,2016-06-21,2016
276,2016-06-28,SVT,0.0,3,SVT3,big_blue,,100,True,False,False,"('2016-06-28', 'SVT3')",Bioindicator,EasyGel,180,26,2016-06-28,2016
277,2016-07-26,SVT,0.0,3,SVT3,big_blue,,100,False,True,False,"('2016-07-26', 'SVT3')",Bioindicator,EasyGel,208,30,2016-07-26,2016
278,2016-08-02,SVT,0.0,3,SVT3,big_blue,,100,False,True,False,"('2016-08-02', 'SVT3')",Bioindicator,EasyGel,215,31,2016-08-02,2016
279,2016-08-09,SVT,1.0,3,SVT3,big_blue,,100,False,True,False,"('2016-08-09', 'SVT3')",Bioindicator,EasyGel,222,32,2016-08-09,2016
280,2016-07-05,VNX,1.0,3,VNX3,big_blue,,100,False,False,True,"('2016-07-05', 'VNX3')",Bioindicator,EasyGel,187,27,2016-07-05,2016
281,2016-07-12,VNX,7.0,3,VNX3,big_blue,,100,False,False,True,"('2016-07-12', 'VNX3')",Bioindicator,EasyGel,194,28,2016-07-12,2016
282,2016-07-19,VNX,3.0,3,VNX3,big_blue,,100,False,True,False,"('2016-07-19', 'VNX3')",Bioindicator,EasyGel,201,29,2016-07-19,2016
283,2016-06-21,VNX,0.0,3,VNX3,big_blue,,100,True,False,False,"('2016-06-21', 'VNX3')",Bioindicator,EasyGel,173,25,2016-06-21,2016
284,2016-06-28,VNX,8.0,3,VNX3,big_blue,,100,True,False,False,"('2016-06-28', 'VNX3')",Bioindicator,EasyGel,180,26,2016-06-28,2016
285,2016-07-26,VNX,1.0,3,VNX3,big_blue,,100,False,True,False,"('2016-07-26', 'VNX3')",Bioindicator,EasyGel,208,30,2016-07-26,2016
286,2016-08-09,VNX,14.0,3,VNX3,big_blue,,100,False,True,False,"('2016-08-09', 'VNX3')",Bioindicator,EasyGel,222,32,2016-08-09,2016
287,2016-08-02,VNX,2.0,3,VNX3,big_blue,,100,False,True,False,"('2016-08-02', 'VNX3')",Bioindicator,EasyGel,215,31,2016-08-02,2016
288,2016-07-05,MRD,1.0,3,MRD3,med_blue,,100,False,False,True,"('2016-07-05', 'MRD3')",Coliform,EasyGel,187,27,2016-07-05,2016
289,2016-07-12,MRD,9.0,3,MRD3,med_blue,,100,False,False,True,"('2016-07-12', 'MRD3')",Coliform,EasyGel,194,28,2016-07-12,2016
290,2016-07-19,MRD,5.0,3,MRD3,med_blue,,100,False,True,False,"('2016-07-19', 'MRD3')",Coliform,EasyGel,201,29,2016-07-19,2016
291,2016-06-21,MRD,2.0,3,MRD3,med_blue,,100,True,False,False,"('2016-06-21', 'MRD3')",Coliform,EasyGel,173,25,2016-06-21,2016
292,2016-06-28,MRD,2.0,3,MRD3,med_blue,,100,True,False,False,"('2016-06-28', 'MRD3')",Coliform,EasyGel,180,26,2016-06-28,2016
293,2016-07-26,MRD,40.0,3,MRD3,med_blue,,100,False,True,False,"('2016-07-26', 'MRD3')",Coliform,EasyGel,208,30,2016-07-26,2016
294,2016-08-02,MRD,1.0,3,MRD3,med_blue,,100,False,True,False,"('2016-08-02', 'MRD3')",Coliform,EasyGel,215,31,2016-08-02,2016
295,2016-08-09,MRD,0.0,3,MRD3,med_blue,,100,False,True,False,"('2016-08-09', 'MRD3')",Coliform,EasyGel,222,32,2016-08-09,2016
296,2016-07-05,SVT,0.0,3,SVT3,med_blue,,100,False,False,True,"('2016-07-05', 'SVT3')",Coliform,EasyGel,187,27,2016-07-05,2016
297,2016-07-12,SVT,29.0,3,SVT3,med_blue,,100,False,False,True,"('2016-07-12', 'SVT3')",Coliform,EasyGel,194,28,2016-07-12,2016
298,2016-07-19,SVT,0.0,3,SVT3,med_blue,,100,False,True,False,"('2016-07-19', 'SVT3')",Coliform,EasyGel,201,29,2016-07-19,2016
299,2016-06-21,SVT,1.0,3,SVT3,med_blue,,100,True,False,False,"('2016-06-21', 'SVT3')",Coliform,EasyGel,173,25,2016-06-21,2016
300,2016-06-28,SVT,0.0,3,SVT3,med_blue,,100,True,False,False,"('2016-06-28', 'SVT3')",Coliform,EasyGel,180,26,2016-06-28,2016
301,2016-07-26,SVT,0.0,3,SVT3,med_blue,,100,False,True,False,"('2016-07-26', 'SVT3')",Coliform,EasyGel,208,30,2016-07-26,2016
302,2016-08-02,SVT,0.0,3,SVT3,med_blue,,100,False,True,False,"('2016-08-02', 'SVT3')",Coliform,EasyGel,215,31,2016-08-02,2016
303,2016-08-09,SVT,0.0,3,SVT3,med_blue,,100,False,True,False,"('2016-08-09', 'SVT3')",Coliform,EasyGel,222,32,2016-08-09,2016
304,2016-07-05,VNX,0.0,3,VNX3,med_blue,,100,False,False,True,"('2016-07-05', 'VNX3')",Coliform,EasyGel,187,27,2016-07-05,2016
305,2016-07-12,VNX,0.0,3,VNX3,med_blue,,100,False,False,True,"('2016-07-12', 'VNX3')",Coliform,EasyGel,194,28,2016-07-12,2016
306,2016-07-19,VNX,3.0,3,VNX3,med_blue,,100,False,True,False,"('2016-07-19', 'VNX3')",Coliform,EasyGel,201,29,2016-07-19,2016
307,2016-06-21,VNX,0.0,3,VNX3,med_blue,,100,True,False,False,"('2016-06-21', 'VNX3')",Coliform,EasyGel,173,25,2016-06-21,2016
308,2016-06-28,VNX,15.0,3,VNX3,med_blue,,100,True,False,False,"('2016-06-28', 'VNX3')",Coliform,EasyGel,180,26,2016-06-28,2016
309,2016-07-26,VNX,0.0,3,VNX3,med_blue,,100,False,True,False,"('2016-07-26', 'VNX3')",Coliform,EasyGel,208,30,2016-07-26,2016
310,2016-08-09,VNX,5.0,3,VNX3,med_blue,,100,False,True,False,"('2016-08-09', 'VNX3')",Coliform,EasyGel,222,32,2016-08-09,2016
311,2016-08-02,VNX,0.0,3,VNX3,med_blue,,100,False,True,False,"('2016-08-02', 'VNX3')",Coliform,EasyGel,215,31,2016-08-02,2016
312,2016-07-05,MRD,0.0,3,MRD3,other,,100,False,False,True,"('2016-07-05', 'MRD3')",Other,EasyGel,187,27,2016-07-05,2016
313,2016-07-12,MRD,21.0,3,MRD3,other,,100,False,False,True,"('2016-07-12', 'MRD3')",Other,EasyGel,194,28,2016-07-12,2016
314,2016-07-19,MRD,6.0,3,MRD3,other,,100,False,True,False,"('2016-07-19', 'MRD3')",Other,EasyGel,201,29,2016-07-19,2016
315,2016-06-21,MRD,0.0,3,MRD3,other,,100,True,False,False,"('2016-06-21', 'MRD3')",Other,EasyGel,173,25,2016-06-21,2016
316,2016-06-28,MRD,13.0,3,MRD3,other,,100,True,False,False,"('2016-06-28', 'MRD3')",Other,EasyGel,180,26,2016-06-28,2016
317,2016-07-26,MRD,2.0,3,MRD3,other,,100,False,True,False,"('2016-07-26', 'MRD3')",Other,EasyGel,208,30,2016-07-26,2016
318,2016-08-02,MRD,2.0,3,MRD3,other,,100,False,True,False,"('2016-08-02', 'MRD3')",Other,EasyGel,215,31,2016-08-02,2016
319,2016-08-09,MRD,0.0,3,MRD3,other,,100,False,True,False,"('2016-08-09', 'MRD3')",Other,EasyGel,222,32,2016-08-09,2016
320,2016-07-05,SVT,5.0,3,SVT3,other,,100,False,False,True,"('2016-07-05', 'SVT3')",Other,EasyGel,187,27,2016-07-05,2016
321,2016-07-12,SVT,14.0,3,SVT3,other,,100,False,False,True,"('2016-07-12', 'SVT3')",Other,EasyGel,194,28,2016-07-12,2016
322,2016-07-19,SVT,14.0,3,SVT3,other,,100,False,True,False,"('2016-07-19', 'SVT3')",Other,EasyGel,201,29,2016-07-19,2016
323,2016-06-21,SVT,0.0,3,SVT3,other,,100,True,False,False,"('2016-06-21', 'SVT3')",Other,EasyGel,173,25,2016-06-21,2016
324,2016-06-28,SVT,18.0,3,SVT3,other,,100,True,False,False,"('2016-06-28', 'SVT3')",Other,EasyGel,180,26,2016-06-28,2016
325,2016-07-26,SVT,7.0,3,SVT3,other,,100,False,True,False,"('2016-07-26', 'SVT3')",Other,EasyGel,208,30,2016-07-26,2016
326,2016-08-02,SVT,3.0,3,SVT3,other,,100,False,True,False,"('2016-08-02', 'SVT3')",Other,EasyGel,215,31,2016-08-02,2016
327,2016-08-09,SVT,0.0,3,SVT3,other,,100,False,True,False,"('2016-08-09', 'SVT3')",Other,EasyGel,222,32,2016-08-09,2016
328,2016-07-05,VNX,0.0,3,VNX3,other,,100,False,False,True,"('2016-07-05', 'VNX3')",Other,EasyGel,187,27,2016-07-05,2016
329,2016-07-12,VNX,9.0,3,VNX3,other,,100,False,False,True,"('2016-07-12', 'VNX3')",Other,EasyGel,194,28,2016-07-12,2016
330,2016-07-19,VNX,4.0,3,VNX3,other,,100,False,True,False,"('2016-07-19', 'VNX3')",Other,EasyGel,201,29,2016-07-19,2016
331,2016-06-21,VNX,0.0,3,VNX3,other,,100,True,False,False,"('2016-06-21', 'VNX3')",Other,EasyGel,173,25,2016-06-21,2016
332,2016-06-28,VNX,0.0,3,VNX3,other,,100,True,False,False,"('2016-06-28', 'VNX3')",Other,EasyGel,180,26,2016-06-28,2016
333,2016-07-26,VNX,2.0,3,VNX3,other,,100,False,True,False,"('2016-07-26', 'VNX3')",Other,EasyGel,208,30,2016-07-26,2016
334,2016-08-09,VNX,5.0,3,VNX3,other,,100,False,True,False,"('2016-08-09', 'VNX3')",Other,EasyGel,222,32,2016-08-09,2016
335,2016-08-02,VNX,0.0,3,VNX3,other,,100,False,True,False,"('2016-08-02', 'VNX3')",Other,EasyGel,215,31,2016-08-02,2016
336,2016-07-05,MRD,0.0,3,MRD3,pink,,100,False,False,True,"('2016-07-05', 'MRD3')",Coliform,EasyGel,187,27,2016-07-05,2016
337,2016-07-12,MRD,33.0,3,MRD3,pink,,100,False,False,True,"('2016-07-12', 'MRD3')",Coliform,EasyGel,194,28,2016-07-12,2016
338,2016-07-19,MRD,0.0,3,MRD3,pink,,100,False,True,False,"('2016-07-19', 'MRD3')",Coliform,EasyGel,201,29,2016-07-19,2016
339,2016-06-21,MRD,6.0,3,MRD3,pink,,100,True,False,False,"('2016-06-21', 'MRD3')",Coliform,EasyGel,173,25,2016-06-21,2016
340,2016-06-28,MRD,8.0,3,MRD3,pink,,100,True,False,False,"('2016-06-28', 'MRD3')",Coliform,EasyGel,180,26,2016-06-28,2016
341,2016-07-26,MRD,1.0,3,MRD3,pink,,100,False,True,False,"('2016-07-26', 'MRD3')",Coliform,EasyGel,208,30,2016-07-26,2016
342,2016-08-02,MRD,2.0,3,MRD3,pink,,100,False,True,False,"('2016-08-02', 'MRD3')",Coliform,EasyGel,215,31,2016-08-02,2016
343,2016-08-09,MRD,0.0,3,MRD3,pink,,100,False,True,False,"('2016-08-09', 'MRD3')",Coliform,EasyGel,222,32,2016-08-09,2016
344,2016-07-05,SVT,0.0,3,SVT3,pink,,100,False,False,True,"('2016-07-05', 'SVT3')",Coliform,EasyGel,187,27,2016-07-05,2016
345,2016-07-12,SVT,29.0,3,SVT3,pink,,100,False,False,True,"('2016-07-12', 'SVT3')",Coliform,EasyGel,194,28,2016-07-12,2016
346,2016-07-19,SVT,3.0,3,SVT3,pink,,100,False,True,False,"('2016-07-19', 'SVT3')",Coliform,EasyGel,201,29,2016-07-19,2016
347,2016-06-21,SVT,0.0,3,SVT3,pink,,100,True,False,False,"('2016-06-21', 'SVT3')",Coliform,EasyGel,173,25,2016-06-21,2016
348,2016-06-28,SVT,5.0,3,SVT3,pink,,100,True,False,False,"('2016-06-28', 'SVT3')",Coliform,EasyGel,180,26,2016-06-28,2016
349,2016-07-26,SVT,0.0,3,SVT3,pink,,100,False,True,False,"('2016-07-26', 'SVT3')",Coliform,EasyGel,208,30,2016-07-26,2016
350,2016-08-02,SVT,1.0,3,SVT3,pink,,100,False,True,False,"('2016-08-02', 'SVT3')",Coliform,EasyGel,215,31,2016-08-02,2016
351,2016-08-09,SVT,1.0,3,SVT3,pink,,100,False,True,False,"('2016-08-09', 'SVT3')",Coliform,EasyGel,222,32,2016-08-09,2016
352,2016-07-05,VNX,1.0,3,VNX3,pink,,100,False,False,True,"('2016-07-05', 'VNX3')",Coliform,EasyGel,187,27,2016-07-05,2016
