date,site,plate-number,category,count,week,is-jazz
2022-06-20,vnx,4,turquoise,8,4,False
2022-06-20,vnx,5,turquoise,4,4,False
2022-06-20,svt,1,turquoise,0,4,False
2022-06-20,svt,2,turquoise,1,4,False
2022-06-20,svt,3,turquoise,3,4,False
2022-06-20,svt,4,turquoise,2,4,False
2022-06-20,svt,5,turquoise,0,4,False
2022-06-20,svt,6,turquoise,9,4,False
2022-06-20,mrd,1,turquoise,0,4,False
2022-06-20,mrd,2,turquoise,4,4,False
2022-06-20,mrd,3,turquoise,46,4,False
2022-06-20,mrd,4,turquoise,2,4,False
2022-06-20,mrd,5,turquoise,4,4,False
2022-06-20,mrd,6,turquoise,2,4,False
2022-06-27,vnx,1,turquoise,8,4,False
2022-06-27,vnx,2,turquoise,3,4,False
2022-06-27,vnx,3,turquoise,0,4,False
2022-06-27,vnx,4,turquoise,0,4,False
2022-06-27,vnx,5,turquoise,4,4,False
2022-06-27,svt,1,turquoise,2,4,False
2022-06-27,svt,2,turquoise,2,4,False
2022-06-27,svt,3,turquoise,45,4,False
2022-06-27,svt,4,turquoise,28,4,False
2022-06-27,svt,5,turquoise,4,4,False
2022-06-27,svt,6,turquoise,41,4,False
2022-06-27,mrd,1,turquoise,52,4,False
2022-06-27,mrd,2,turquoise,7,4,False
2022-06-27,mrd,3,turquoise,21,4,False
2022-06-27,mrd,4,turquoise,6,4,False
2022-06-27,mrd,5,turquoise,3,4,False
2022-06-27,mrd,6,turquoise,8,4,False
2022-07-02,vnx,1,turquoise,5,4,True
2022-07-02,vnx,2,turquoise,11,4,True
2022-07-02,vnx,3,turquoise,9,4,True
2022-07-02,vnx,4,turquoise,18,4,True
2022-07-02,vnx,5,turquoise,13,4,True
2022-07-02,svt,1,turquoise,9,4,True
2022-07-02,svt,2,turquoise,3,4,True
2022-07-02,svt,3,turquoise,0,4,True
2022-07-02,svt,4,turquoise,4,4,True
2022-07-02,svt,5,turquoise,31,4,True
2022-07-02,svt,6,turquoise,29,4,True
2022-07-02,mrd,1,turquoise,5,4,True
2022-07-02,mrd,2,turquoise,5,4,True
2022-07-02,mrd,3,turquoise,8,4,True
2022-07-02,mrd,4,turquoise,18,4,True
2022-07-02,mrd,5,turquoise,8,4,True
2022-07-02,mrd,6,turquoise,8,4,True
2022-07-04,vnx,1,turquoise,0,5,True
2022-07-04,vnx,2,turquoise,5,5,True
2022-07-04,vnx,3,turquoise,24,5,True
2022-07-04,vnx,4,turquoise,4,5,True
2022-07-04,vnx,5,turquoise,28,5,True
2022-07-04,svt,1,turquoise,2,5,True
2022-07-04,svt,2,turquoise,74,5,True
2022-07-04,svt,3,turquoise,68,5,True
2022-07-04,svt,4,turquoise,95,5,True
2022-07-04,svt,5,turquoise,29,5,True
2022-07-04,svt,6,turquoise,20,5,True
2022-07-04,mrd,1,turquoise,1,5,True
2022-07-04,mrd,2,turquoise,2,5,True
2022-07-04,mrd,3,turquoise,10,5,True
2022-07-04,mrd,4,turquoise,7,5,True
2022-07-04,mrd,5,turquoise,2,5,True
2022-07-04,mrd,6,turquoise,34,5,True
2022-07-06,vnx,1,turquoise,0,5,True
2022-07-06,vnx,2,turquoise,9,5,True
2022-07-06,vnx,3,turquoise,3,5,True
2022-07-06,svt,1,turquoise,5,5,True
2022-07-06,svt,2,turquoise,18,5,True
2022-07-06,svt,3,turquoise,0,5,True
2022-07-06,mrd,1,turquoise,2,5,True
2022-07-06,mrd,2,turquoise,22,5,True
2022-07-06,mrd,3,turquoise,5,5,True
2022-07-08,vnx,1,turquoise,1,5,True
2022-07-08,vnx,2,turquoise,35,5,True
2022-07-08,vnx,3,turquoise,1,5,True
2022-07-08,svt,1,turquoise,1,5,True
2022-07-08,svt,2,turquoise,18,5,True
2022-07-08,svt,3,turquoise,0,5,True
2022-07-08,mrd,1,turquoise,0,5,True
2022-07-08,mrd,2,turquoise,2,5,True
2022-07-08,mrd,3,turquoise,7,5,True
2022-07-10,vnx,1,turquoise,1,5,True
2022-07-10,vnx,2,turquoise,6,5,True
2022-07-10,vnx,3,turquoise,3,5,True
2022-07-10,svt,1,turquoise,1,5,True
2022-07-10,svt,2,turquoise,5,5,True
2022-07-10,svt,3,turquoise,5,5,True
2022-07-10,mrd,1,turquoise,1,6,True
2022-07-10,mrd,2,turquoise,11,6,True
2022-07-10,mrd,3,turquoise,1,6,True
2022-07-11,vnx,1,turquoise,2,6,True
2022-07-11,vnx,2,turquoise,5,6,True
2022-07-11,vnx,3,turquoise,2,6,True
2022-07-11,vnx,4,turquoise,24,6,True
2022-07-11,vnx,5,turquoise,13,6,True
2022-07-11,svt,1,turquoise,0,6,True
2022-07-11,svt,2,turquoise,0,6,True
2022-07-11,svt,3,turquoise,19,6,True
2022-07-11,svt,4,turquoise,4,6,True
2022-07-11,svt,5,turquoise,2,6,True
2022-07-11,svt,6,turquoise,15,6,True
2022-07-11,mrd,1,turquoise,3,6,True
2022-07-11,mrd,2,turquoise,2,6,True
2022-07-11,mrd,3,turquoise,4,6,True
2022-07-11,mrd,4,turquoise,32,6,True
2022-07-11,mrd,5,turquoise,9,6,True
2022-07-11,mrd,6,turquoise,10,6,True
2022-07-12,vnx,1,turquoise,1,6,True
2022-07-12,vnx,2,turquoise,2,6,True
2022-07-12,vnx,3,turquoise,9,6,True
2022-07-12,svt,1,turquoise,0,6,True
2022-07-12,svt,2,turquoise,12,6,True
2022-07-12,svt,3,turquoise,12,6,True
2022-07-12,mrd,1,turquoise,0,6,True
2022-07-12,mrd,2,turquoise,4,7,True
2022-07-12,mrd,3,turquoise,9,7,True
2022-07-14,vnx,1,turquoise,0,7,True
2022-07-14,vnx,2,turquoise,1,7,True
2022-07-14,vnx,3,turquoise,1,7,True
2022-07-14,svt,1,turquoise,0,7,True
2022-07-14,svt,2,turquoise,8,7,True
2022-07-14,svt,3,turquoise,1,7,True
2022-07-14,mrd,1,turquoise,2,7,True
2022-07-14,mrd,2,turquoise,12,7,True
2022-07-14,mrd,3,turquoise,8,7,True
2022-07-18,vnx,1,turquoise,6,7,False
2022-07-18,vnx,4,turquoise,32,7,False
2022-07-18,vnx,5,turquoise,16,7,False
2022-07-18,svt,1,turquoise,0,7,False
2022-07-18,svt,2,turquoise,3,7,False
2022-07-18,svt,3,turquoise,1,7,False
2022-07-18,svt,4,turquoise,1,7,False
2022-07-18,svt,5,turquoise,0,7,False
2022-07-18,svt,6,turquoise,1,7,False
2022-07-18,mrd,1,turquoise,5,7,False
2022-07-18,mrd,2,turquoise,0,8,False
2022-07-18,mrd,3,turquoise,4,8,False
2022-07-18,mrd,4,turquoise,3,8,False
2022-07-18,mrd,5,turquoise,1,8,False
2022-07-18,mrd,6,turquoise,1,8,False
2022-07-25,vnx,1,turquoise,2,8,False
2022-07-25,vnx,2,turquoise,10,8,False
2022-07-25,vnx,3,turquoise,25,8,False
2022-07-25,vnx,4,turquoise,13,8,False
2022-07-25,vnx,5,turquoise,2,8,False
2022-07-25,vnx,6,turquoise,9,8,False
2022-07-25,svt,1,turquoise,14,8,False
2022-07-25,svt,2,turquoise,7,8,False
2022-07-25,svt,3,turquoise,4,8,False
2022-07-25,svt,4,turquoise,3,8,False
2022-07-25,svt,5,turquoise,22,8,False
2022-07-25,svt,6,turquoise,5,8,False
2022-07-25,mrd,1,turquoise,18,8,False
2022-07-25,mrd,2,turquoise,22,8,False
2022-07-25,mrd,3,turquoise,25,8,False
2022-07-25,mrd,4,turquoise,15,8,False
2022-07-25,mrd,5,turquoise,18,8,False
2022-07-25,mrd,6,turquoise,13,8,False
2022-08-01,mrd,4,turquoise,5,8,False
2022-08-01,svt,5,turquoise,3,8,False
2022-08-01,svt,6,turquoise,14,8,False
2022-08-01,svt,3,turquoise,0,8,False
2022-08-01,svt,4,turquoise,3,8,False
2022-08-01,svt,1,turquoise,8,8,False
2022-08-01,svt,2,turquoise,0,8,False
2022-08-01,vnx,1,turquoise,2,9,False
2022-08-01,vnx,2,turquoise,34,9,False
2022-08-01,vnx,3,turquoise,0,9,False
2022-08-01,vnx,4,turquoise,2,9,False
2022-08-01,vnx,5,turquoise,0,9,False
2022-08-01,vnx,6,turquoise,2,9,False
2022-08-01,mrd,5,turquoise,0,9,False
2022-08-01,mrd,6,turquoise,14,9,False
2022-08-01,mrd,3,turquoise,0,9,False
2022-08-01,mrd,4,turquoise,15,9,False
2022-08-01,mrd,1,turquoise,8,9,False
2022-08-01,mrd,2,turquoise,5,9,False
2022-09-12,vnx,1,turquoise,0,9,False
2022-09-12,vnx,2,turquoise,0,9,False
2022-09-12,vnx,3,turquoise,0,9,False
2022-09-12,vnx,4,turquoise,0,9,False
2022-09-12,vnx,5,turquoise,0,9,False
2022-09-12,vnx,6,turquoise,0,9,False
2022-09-12,svt,1,turquoise,0,9,False
2022-09-12,svt,2,turquoise,0,9,False
2022-09-12,svt,3,turquoise,0,9,False
2022-09-12,svt,4,turquoise,0,9,False
2022-09-12,svt,5,turquoise,0,9,False
2022-09-12,svt,6,turquoise,0,9,False
2022-09-12,mrd,1,turquoise,2,9,False
2022-09-12,mrd,2,turquoise,0,9,False
2022-09-12,mrd,3,turquoise,0,9,False
2022-09-12,mrd,4,turquoise,2,9,False
2022-09-12,mrd,5,turquoise,2,9,False
2022-09-12,mrd,6,turquoise,0,9,False
