date,location,replican,event,before event,after event,count,coef,per 100,label
2023-07-24,VNX,"('2023-07-24', 'VNX3')",False,True,True,38.0,100,3800.0,Coliform
2023-07-24,VNX,"('2023-07-24', 'VNX4')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,VNX,"('2023-07-24', 'VNX4')",False,True,True,1.0,100,100.0,Other
2023-07-24,VNX,"('2023-07-24', 'VNX4')",False,True,True,27.0,100,2700.0,Coliform
2023-07-24,VNX,"('2023-07-24', 'VNX5')",False,True,True,1.0,100,100.0,Bioindicator
2023-07-24,VNX,"('2023-07-24', 'VNX5')",False,True,True,4.0,100,400.0,Other
2023-07-24,VNX,"('2023-07-24', 'VNX5')",False,True,True,22.0,100,2200.0,Coliform
2023-07-24,VNX,"('2023-07-24', 'VNX6')",False,True,True,2.0,100,200.0,Bioindicator
2023-07-24,VNX,"('2023-07-24', 'VNX6')",False,True,True,3.0,100,300.0,Other
2023-07-24,VNX,"('2023-07-24', 'VNX6')",False,True,True,17.0,100,1700.0,Coliform
2023-07-24,SVT,"('2023-07-24', 'SVT1')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,SVT,"('2023-07-24', 'SVT1')",False,True,True,0.0,100,0.0,Other
2023-07-24,SVT,"('2023-07-24', 'SVT1')",False,True,True,20.0,100,2000.0,Coliform
2023-07-24,SVT,"('2023-07-24', 'SVT2')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,SVT,"('2023-07-24', 'SVT2')",False,True,True,14.0,100,1400.0,Other
2023-07-24,SVT,"('2023-07-24', 'SVT2')",False,True,True,13.0,100,1300.0,Coliform
2023-07-24,SVT,"('2023-07-24', 'SVT3')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,SVT,"('2023-07-24', 'SVT3')",False,True,True,0.0,100,0.0,Other
2023-07-24,SVT,"('2023-07-24', 'SVT3')",False,True,True,17.0,100,1700.0,Coliform
2023-07-24,SVT,"('2023-07-24', 'SVT4')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,SVT,"('2023-07-24', 'SVT4')",False,True,True,3.0,100,300.0,Other
2023-07-24,SVT,"('2023-07-24', 'SVT4')",False,True,True,21.0,100,2100.0,Coliform
2023-07-24,SVT,"('2023-07-24', 'SVT5')",False,True,True,4.0,100,400.0,Bioindicator
2023-07-24,SVT,"('2023-07-24', 'SVT5')",False,True,True,7.0,100,700.0,Other
2023-07-24,SVT,"('2023-07-24', 'SVT5')",False,True,True,19.0,100,1900.0,Coliform
2023-07-24,SVT,"('2023-07-24', 'SVT6')",False,True,True,1.0,100,100.0,Bioindicator
2023-07-24,SVT,"('2023-07-24', 'SVT6')",False,True,True,6.0,100,600.0,Other
2023-07-24,SVT,"('2023-07-24', 'SVT6')",False,True,True,11.0,100,1100.0,Coliform
2023-07-24,MRD,"('2023-07-24', 'MRD1')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,MRD,"('2023-07-24', 'MRD1')",False,True,True,7.0,100,700.0,Other
2023-07-24,MRD,"('2023-07-24', 'MRD1')",False,True,True,25.0,100,2500.0,Coliform
2023-07-24,MRD,"('2023-07-24', 'MRD2')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,MRD,"('2023-07-24', 'MRD2')",False,True,True,1.0,100,100.0,Other
2023-07-24,MRD,"('2023-07-24', 'MRD2')",False,True,True,27.0,100,2700.0,Coliform
2023-07-24,MRD,"('2023-07-24', 'MRD3')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,MRD,"('2023-07-24', 'MRD3')",False,True,True,2.0,100,200.0,Other
2023-07-24,MRD,"('2023-07-24', 'MRD3')",False,True,True,22.0,100,2200.0,Coliform
2023-07-24,MRD,"('2023-07-24', 'MRD4')",False,True,True,1.0,100,100.0,Bioindicator
2023-07-24,MRD,"('2023-07-24', 'MRD4')",False,True,True,4.0,100,400.0,Other
2023-07-24,MRD,"('2023-07-24', 'MRD4')",False,True,True,19.0,100,1900.0,Coliform
2023-07-24,MRD,"('2023-07-24', 'MRD5')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,MRD,"('2023-07-24', 'MRD5')",False,True,True,11.0,100,1100.0,Other
2023-07-24,MRD,"('2023-07-24', 'MRD5')",False,True,True,18.0,100,1800.0,Coliform
2023-07-24,MRD,"('2023-07-24', 'MRD6')",False,True,True,1.0,100,100.0,Bioindicator
2023-07-24,MRD,"('2023-07-24', 'MRD6')",False,True,True,9.0,100,900.0,Other
2023-07-24,MRD,"('2023-07-24', 'MRD6')",False,True,True,28.0,100,2800.0,Coliform
2023-07-24,MRD,"('2023-07-24', 'MRDE')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,MRD,"('2023-07-24', 'MRDE')",False,True,True,5.0,100,500.0,Other
2023-07-24,MRD,"('2023-07-24', 'MRDE')",False,True,True,66.0,100,6600.0,Coliform
2023-07-24,MRD,"('2023-07-24', 'MRDE')",False,True,True,11.0,100,1100.0,Other
2023-07-24,SVT,"('2023-07-24', 'SVTE')",False,True,True,6.0,100,600.0,Other
2023-07-24,SVT,"('2023-07-24', 'SVTE')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-24,SVT,"('2023-07-24', 'SVTE')",False,True,True,5.0,100,500.0,Other
2023-07-24,SVT,"('2023-07-24', 'SVTE')",False,True,True,32.0,100,3200.0,Coliform
2023-07-24,VNX,"('2023-07-24', 'VNXE')",False,True,True,1.0,100,100.0,Bioindicator
2023-07-24,VNX,"('2023-07-24', 'VNXE')",False,True,True,16.0,100,1600.0,Other
2023-07-24,VNX,"('2023-07-24', 'VNXE')",False,True,True,53.0,100,5300.0,Coliform
2023-07-24,VNX,"('2023-07-24', 'VNXE')",False,True,True,18.0,100,1800.0,Other
2023-07-31,VNX,"('2023-07-31', 'VNX1')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-31,VNX,"('2023-07-31', 'VNX1')",False,True,True,4.0,100,400.0,Other
2023-07-31,VNX,"('2023-07-31', 'VNX1')",False,True,True,28.0,100,2800.0,Coliform
2023-07-31,VNX,"('2023-07-31', 'VNX2')",False,True,True,1.0,100,100.0,Bioindicator
2023-07-31,VNX,"('2023-07-31', 'VNX2')",False,True,True,0.0,100,0.0,Other
2023-07-31,VNX,"('2023-07-31', 'VNX2')",False,True,True,33.0,100,3300.0,Coliform
2023-07-31,VNX,"('2023-07-31', 'VNX3')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-31,VNX,"('2023-07-31', 'VNX3')",False,True,True,3.0,100,300.0,Other
2023-07-31,VNX,"('2023-07-31', 'VNX3')",False,True,True,26.0,100,2600.0,Coliform
2023-07-31,VNX,"('2023-07-31', 'VNX4')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-31,VNX,"('2023-07-31', 'VNX4')",False,True,True,3.0,100,300.0,Other
2023-07-31,VNX,"('2023-07-31', 'VNX4')",False,True,True,39.0,100,3900.0,Coliform
2023-07-31,VNX,"('2023-07-31', 'VNX5')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-31,VNX,"('2023-07-31', 'VNX5')",False,True,True,1.0,100,100.0,Other
2023-07-31,VNX,"('2023-07-31', 'VNX5')",False,True,True,37.0,100,3700.0,Coliform
2023-07-31,VNX,"('2023-07-31', 'VNX6')",False,True,True,0.0,100,0.0,Bioindicator
2023-07-31,VNX,"('2023-07-31', 'VNX6')",False,True,True,5.0,100,500.0,Other
2023-07-31,VNX,"('2023-07-31', 'VNX6')",False,True,True,45.0,100,4500.0,Coliform
2023-07-31,SVT,"('2023-07-31', 'SVT1')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,SVT,"('2023-07-31', 'SVT1')",False,False,True,0.0,100,0.0,Other
2023-07-31,SVT,"('2023-07-31', 'SVT1')",False,False,True,15.0,100,1500.0,Coliform
2023-07-31,SVT,"('2023-07-31', 'SVT2')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,SVT,"('2023-07-31', 'SVT2')",False,False,True,0.0,100,0.0,Other
2023-07-31,SVT,"('2023-07-31', 'SVT2')",False,False,True,15.0,100,1500.0,Coliform
2023-07-31,SVT,"('2023-07-31', 'SVT3')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,SVT,"('2023-07-31', 'SVT3')",False,False,True,1.0,100,100.0,Other
2023-07-31,SVT,"('2023-07-31', 'SVT3')",False,False,True,9.0,100,900.0,Coliform
2023-07-31,SVT,"('2023-07-31', 'SVT4')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,SVT,"('2023-07-31', 'SVT4')",False,False,True,2.0,100,200.0,Other
2023-07-31,SVT,"('2023-07-31', 'SVT4')",False,False,True,13.0,100,1300.0,Coliform
2023-07-31,SVT,"('2023-07-31', 'SVT5')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,SVT,"('2023-07-31', 'SVT5')",False,False,True,1.0,100,100.0,Other
2023-07-31,SVT,"('2023-07-31', 'SVT5')",False,False,True,13.0,100,1300.0,Coliform
2023-07-31,SVT,"('2023-07-31', 'SVT6')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,SVT,"('2023-07-31', 'SVT6')",False,False,True,1.0,100,100.0,Other
2023-07-31,SVT,"('2023-07-31', 'SVT6')",False,False,True,12.0,100,1200.0,Coliform
2023-07-31,MRD,"('2023-07-31', 'MRD1')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,MRD,"('2023-07-31', 'MRD1')",False,False,True,5.0,100,500.0,Other
2023-07-31,MRD,"('2023-07-31', 'MRD1')",False,False,True,23.0,100,2300.0,Coliform
2023-07-31,MRD,"('2023-07-31', 'MRD2')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,MRD,"('2023-07-31', 'MRD2')",False,False,True,4.0,100,400.0,Other
2023-07-31,MRD,"('2023-07-31', 'MRD2')",False,False,True,24.0,100,2400.0,Coliform
2023-07-31,MRD,"('2023-07-31', 'MRD3')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,MRD,"('2023-07-31', 'MRD3')",False,False,True,5.0,100,500.0,Other
2023-07-31,MRD,"('2023-07-31', 'MRD3')",False,False,True,35.0,100,3500.0,Coliform
2023-07-31,MRD,"('2023-07-31', 'MRD4')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,MRD,"('2023-07-31', 'MRD4')",False,False,True,1.0,100,100.0,Other
2023-07-31,MRD,"('2023-07-31', 'MRD4')",False,False,True,12.0,100,1200.0,Coliform
2023-07-31,MRD,"('2023-07-31', 'MRD5')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,MRD,"('2023-07-31', 'MRD5')",False,False,True,3.0,100,300.0,Other
2023-07-31,MRD,"('2023-07-31', 'MRD5')",False,False,True,18.0,100,1800.0,Coliform
2023-07-31,MRD,"('2023-07-31', 'MRD6')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,MRD,"('2023-07-31', 'MRD6')",False,False,True,0.0,100,0.0,Other
2023-07-31,MRD,"('2023-07-31', 'MRD6')",False,False,True,16.0,100,1600.0,Coliform
2023-07-31,MRD,"('2023-07-31', 'MRDE')",False,False,True,1.0,100,100.0,Bioindicator
2023-07-31,MRD,"('2023-07-31', 'MRDE')",False,False,True,6.0,100,600.0,Other
2023-07-31,MRD,"('2023-07-31', 'MRDE')",False,False,True,39.0,100,3900.0,Coliform
2023-07-31,MRD,"('2023-07-31', 'MRDE')",False,False,True,10.0,100,1000.0,Other
2023-07-31,SVT,"('2023-07-31', 'SVTE')",False,False,True,0.0,100,0.0,Other
2023-07-31,SVT,"('2023-07-31', 'SVTE')",False,False,True,0.0,100,0.0,Bioindicator
2023-07-31,SVT,"('2023-07-31', 'SVTE')",False,False,True,0.0,100,0.0,Other
2023-07-31,SVT,"('2023-07-31', 'SVTE')",False,False,True,22.0,100,2200.0,Coliform
2023-07-31,VNX,"('2023-07-31', 'VNXE')",False,False,True,3.0,100,300.0,Bioindicator
2023-07-31,VNX,"('2023-07-31', 'VNXE')",False,False,True,0.0,100,0.0,Other
2023-07-31,VNX,"('2023-07-31', 'VNXE')",False,False,True,101.0,100,10100.0,Coliform
2023-07-31,VNX,"('2023-07-31', 'VNXE')",False,False,True,11.0,100,1100.0,Other
2022-06-13,SVT,"('2022-06-13', 'SVT1')",False,True,False,1.0,100,100.0,Bioindicator
2022-06-13,SVT,"('2022-06-13', 'SVT1')",False,True,False,0.0,100,0.0,Other
2022-06-13,SVT,"('2022-06-13', 'SVT1')",False,True,False,3.0,100,300.0,Coliform
2022-06-13,SVT,"('2022-06-13', 'SVT2')",False,True,False,2.0,100,200.0,Bioindicator
2022-06-13,SVT,"('2022-06-13', 'SVT2')",False,True,False,0.0,100,0.0,Other
2022-06-13,SVT,"('2022-06-13', 'SVT2')",False,True,False,5.0,100,500.0,Coliform
2022-06-13,SVT,"('2022-06-13', 'SVT3')",False,True,False,3.0,100,300.0,Bioindicator
2022-06-13,SVT,"('2022-06-13', 'SVT3')",False,True,False,4.0,100,400.0,Other
2022-06-13,SVT,"('2022-06-13', 'SVT3')",False,True,False,4.0,100,400.0,Coliform
2022-06-13,SVT,"('2022-06-13', 'SVT4')",False,True,False,1.0,100,100.0,Bioindicator
2022-06-13,SVT,"('2022-06-13', 'SVT4')",False,True,False,5.0,100,500.0,Other
2022-06-13,SVT,"('2022-06-13', 'SVT4')",False,True,False,5.0,100,500.0,Coliform
2022-06-13,SVT,"('2022-06-13', 'SVT5')",False,True,False,1.0,100,100.0,Bioindicator
2022-06-13,SVT,"('2022-06-13', 'SVT5')",False,True,False,6.0,100,600.0,Other
2022-06-13,SVT,"('2022-06-13', 'SVT5')",False,True,False,4.0,100,400.0,Coliform
2022-06-13,SVT,"('2022-06-13', 'SVT6')",False,True,False,3.0,100,300.0,Bioindicator
2022-06-13,SVT,"('2022-06-13', 'SVT6')",False,True,False,2.0,100,200.0,Other
2022-06-13,SVT,"('2022-06-13', 'SVT6')",False,True,False,8.0,100,800.0,Coliform
2022-06-13,VNX,"('2022-06-13', 'VNX1')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-13,VNX,"('2022-06-13', 'VNX1')",False,True,False,2.0,100,200.0,Other
2022-06-13,VNX,"('2022-06-13', 'VNX1')",False,True,False,12.0,100,1200.0,Coliform
2022-06-13,VNX,"('2022-06-13', 'VNX2')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-13,VNX,"('2022-06-13', 'VNX2')",False,True,False,6.0,100,600.0,Other
2022-06-13,VNX,"('2022-06-13', 'VNX2')",False,True,False,13.0,100,1300.0,Coliform
2022-06-13,VNX,"('2022-06-13', 'VNX3')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-13,VNX,"('2022-06-13', 'VNX3')",False,True,False,1.0,100,100.0,Other
2022-06-13,VNX,"('2022-06-13', 'VNX3')",False,True,False,10.0,100,1000.0,Coliform
2022-06-13,VNX,"('2022-06-13', 'VNX4')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-13,VNX,"('2022-06-13', 'VNX4')",False,True,False,5.0,100,500.0,Other
2022-06-13,VNX,"('2022-06-13', 'VNX4')",False,True,False,1.0,100,100.0,Coliform
2022-06-13,VNX,"('2022-06-13', 'VNX5')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-13,VNX,"('2022-06-13', 'VNX5')",False,True,False,6.0,100,600.0,Other
2022-06-13,VNX,"('2022-06-13', 'VNX5')",False,True,False,1.0,100,100.0,Coliform
2022-06-13,VNX,"('2022-06-13', 'VNX6')",False,True,False,1.0,100,100.0,Bioindicator
2022-06-13,VNX,"('2022-06-13', 'VNX6')",False,True,False,1.0,100,100.0,Other
2022-06-13,VNX,"('2022-06-13', 'VNX6')",False,True,False,12.0,100,1200.0,Coliform
2022-06-20,SVT,"('2022-06-20', 'SVT1')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,SVT,"('2022-06-20', 'SVT1')",False,True,False,0.0,100,0.0,Other
2022-06-20,SVT,"('2022-06-20', 'SVT1')",False,True,False,15.0,100,1500.0,Coliform
2022-06-20,SVT,"('2022-06-20', 'SVT2')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,SVT,"('2022-06-20', 'SVT2')",False,True,False,1.0,100,100.0,Other
2022-06-20,SVT,"('2022-06-20', 'SVT2')",False,True,False,28.0,100,2800.0,Coliform
2022-06-20,SVT,"('2022-06-20', 'SVT3')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,SVT,"('2022-06-20', 'SVT3')",False,True,False,3.0,100,300.0,Other
2022-06-20,SVT,"('2022-06-20', 'SVT3')",False,True,False,37.0,100,3700.0,Coliform
2022-06-20,SVT,"('2022-06-20', 'SVT4')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,SVT,"('2022-06-20', 'SVT4')",False,True,False,2.0,100,200.0,Other
2022-06-20,SVT,"('2022-06-20', 'SVT4')",False,True,False,25.0,100,2500.0,Coliform
2022-06-20,SVT,"('2022-06-20', 'SVT5')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,SVT,"('2022-06-20', 'SVT5')",False,True,False,0.0,100,0.0,Other
2022-06-20,SVT,"('2022-06-20', 'SVT5')",False,True,False,21.0,100,2100.0,Coliform
2022-06-20,SVT,"('2022-06-20', 'SVT6')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,SVT,"('2022-06-20', 'SVT6')",False,True,False,9.0,100,900.0,Other
2022-06-20,SVT,"('2022-06-20', 'SVT6')",False,True,False,31.0,100,3100.0,Coliform
2022-06-20,VNX,"('2022-06-20', 'VNX1')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,VNX,"('2022-06-20', 'VNX1')",False,True,False,0.0,100,0.0,Other
2022-06-20,VNX,"('2022-06-20', 'VNX1')",False,True,False,35.0,100,3500.0,Coliform
2022-06-20,VNX,"('2022-06-20', 'VNX2')",False,True,False,1.0,100,100.0,Bioindicator
2022-06-20,VNX,"('2022-06-20', 'VNX2')",False,True,False,24.0,100,2400.0,Other
2022-06-20,VNX,"('2022-06-20', 'VNX2')",False,True,False,51.0,100,5100.0,Coliform
2022-06-20,VNX,"('2022-06-20', 'VNX3')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,VNX,"('2022-06-20', 'VNX3')",False,True,False,18.0,100,1800.0,Other
2022-06-20,VNX,"('2022-06-20', 'VNX3')",False,True,False,45.0,100,4500.0,Coliform
2022-06-20,VNX,"('2022-06-20', 'VNX4')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,VNX,"('2022-06-20', 'VNX4')",False,True,False,8.0,100,800.0,Other
2022-06-20,VNX,"('2022-06-20', 'VNX4')",False,True,False,35.0,100,3500.0,Coliform
2022-06-20,VNX,"('2022-06-20', 'VNX5')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,VNX,"('2022-06-20', 'VNX5')",False,True,False,4.0,100,400.0,Other
2022-06-20,VNX,"('2022-06-20', 'VNX5')",False,True,False,55.0,100,5500.0,Coliform
2022-06-20,VNX,"('2022-06-20', 'VNX6')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,VNX,"('2022-06-20', 'VNX6')",False,True,False,23.0,100,2300.0,Other
2022-06-20,VNX,"('2022-06-20', 'VNX6')",False,True,False,49.0,100,4900.0,Coliform
2022-06-20,MRD,"('2022-06-20', 'MRD1')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,MRD,"('2022-06-20', 'MRD1')",False,True,False,0.0,100,0.0,Other
2022-06-20,MRD,"('2022-06-20', 'MRD1')",False,True,False,27.0,100,2700.0,Coliform
2022-06-20,MRD,"('2022-06-20', 'MRD2')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,MRD,"('2022-06-20', 'MRD2')",False,True,False,4.0,100,400.0,Other
2022-06-20,MRD,"('2022-06-20', 'MRD2')",False,True,False,35.0,100,3500.0,Coliform
2022-06-20,MRD,"('2022-06-20', 'MRD3')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,MRD,"('2022-06-20', 'MRD3')",False,True,False,46.0,100,4600.0,Other
2022-06-20,MRD,"('2022-06-20', 'MRD3')",False,True,False,44.0,100,4400.0,Coliform
2022-06-20,MRD,"('2022-06-20', 'MRD4')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,MRD,"('2022-06-20', 'MRD4')",False,True,False,2.0,100,200.0,Other
2022-06-20,MRD,"('2022-06-20', 'MRD4')",False,True,False,24.0,100,2400.0,Coliform
2022-06-20,MRD,"('2022-06-20', 'MRD5')",False,True,False,1.0,100,100.0,Bioindicator
2022-06-20,MRD,"('2022-06-20', 'MRD5')",False,True,False,46.0,100,4600.0,Other
2022-06-20,MRD,"('2022-06-20', 'MRD5')",False,True,False,49.0,100,4900.0,Coliform
2022-06-20,MRD,"('2022-06-20', 'MRD6')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-20,MRD,"('2022-06-20', 'MRD6')",False,True,False,2.0,100,200.0,Other
2022-06-20,MRD,"('2022-06-20', 'MRD6')",False,True,False,32.0,100,3200.0,Coliform
2022-06-27,VNX,"('2022-06-27', 'VNX1')",False,True,False,2.0,100,200.0,Bioindicator
2022-06-27,VNX,"('2022-06-27', 'VNX1')",False,True,False,8.0,100,800.0,Other
2022-06-27,VNX,"('2022-06-27', 'VNX1')",False,True,False,41.0,100,4100.0,Coliform
2022-06-27,VNX,"('2022-06-27', 'VNX2')",False,True,False,1.0,100,100.0,Bioindicator
2022-06-27,VNX,"('2022-06-27', 'VNX2')",False,True,False,3.0,100,300.0,Other
2022-06-27,VNX,"('2022-06-27', 'VNX2')",False,True,False,39.0,100,3900.0,Coliform
2022-06-27,VNX,"('2022-06-27', 'VNX3')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-27,VNX,"('2022-06-27', 'VNX3')",False,True,False,0.0,100,0.0,Other
2022-06-27,VNX,"('2022-06-27', 'VNX3')",False,True,False,18.0,100,1800.0,Coliform
2022-06-27,VNX,"('2022-06-27', 'VNX4')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-27,VNX,"('2022-06-27', 'VNX4')",False,True,False,0.0,100,0.0,Other
2022-06-27,VNX,"('2022-06-27', 'VNX4')",False,True,False,32.0,100,3200.0,Coliform
2022-06-27,VNX,"('2022-06-27', 'VNX5')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-27,VNX,"('2022-06-27', 'VNX5')",False,True,False,31.0,100,3100.0,Other
2022-06-27,VNX,"('2022-06-27', 'VNX5')",False,True,False,4.0,100,400.0,Coliform
2022-06-27,VNX,"('2022-06-27', 'VNX6')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-27,VNX,"('2022-06-27', 'VNX6')",False,True,False,2.0,100,200.0,Other
2022-06-27,VNX,"('2022-06-27', 'VNX6')",False,True,False,33.0,100,3300.0,Coliform
2022-06-27,SVT,"('2022-06-27', 'SVT1')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-27,SVT,"('2022-06-27', 'SVT1')",False,True,False,2.0,100,200.0,Other
2022-06-27,SVT,"('2022-06-27', 'SVT1')",False,True,False,40.0,100,4000.0,Coliform
2022-06-27,SVT,"('2022-06-27', 'SVT2')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-27,SVT,"('2022-06-27', 'SVT2')",False,True,False,2.0,100,200.0,Other
2022-06-27,SVT,"('2022-06-27', 'SVT2')",False,True,False,55.0,100,5500.0,Coliform
2022-06-27,SVT,"('2022-06-27', 'SVT3')",False,True,False,1.0,100,100.0,Bioindicator
2022-06-27,SVT,"('2022-06-27', 'SVT3')",False,True,False,45.0,100,4500.0,Other
2022-06-27,SVT,"('2022-06-27', 'SVT3')",False,True,False,58.0,100,5800.0,Coliform
2022-06-27,SVT,"('2022-06-27', 'SVT4')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-27,SVT,"('2022-06-27', 'SVT4')",False,True,False,28.0,100,2800.0,Other
2022-06-27,SVT,"('2022-06-27', 'SVT4')",False,True,False,41.0,100,4100.0,Coliform
2022-06-27,SVT,"('2022-06-27', 'SVT5')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-27,SVT,"('2022-06-27', 'SVT5')",False,True,False,4.0,100,400.0,Other
2022-06-27,SVT,"('2022-06-27', 'SVT5')",False,True,False,56.0,100,5600.0,Coliform
2022-06-27,SVT,"('2022-06-27', 'SVT6')",False,True,False,3.0,100,300.0,Bioindicator
2022-06-27,SVT,"('2022-06-27', 'SVT6')",False,True,False,41.0,100,4100.0,Other
2022-06-27,SVT,"('2022-06-27', 'SVT6')",False,True,False,37.0,100,3700.0,Coliform
2022-06-27,MRD,"('2022-06-27', 'MRD1')",False,True,False,4.0,100,400.0,Bioindicator
2022-06-27,MRD,"('2022-06-27', 'MRD1')",False,True,False,52.0,100,5200.0,Other
2022-06-27,MRD,"('2022-06-27', 'MRD1')",False,True,False,79.0,100,7900.0,Coliform
2022-06-27,MRD,"('2022-06-27', 'MRD2')",False,True,False,1.0,100,100.0,Bioindicator
2022-06-27,MRD,"('2022-06-27', 'MRD2')",False,True,False,7.0,100,700.0,Other
2022-06-27,MRD,"('2022-06-27', 'MRD2')",False,True,False,84.0,100,8400.0,Coliform
2022-06-27,MRD,"('2022-06-27', 'MRD3')",False,True,False,1.0,100,100.0,Bioindicator
2022-06-27,MRD,"('2022-06-27', 'MRD3')",False,True,False,21.0,100,2100.0,Other
2022-06-27,MRD,"('2022-06-27', 'MRD3')",False,True,False,64.0,100,6400.0,Coliform
2022-06-27,MRD,"('2022-06-27', 'MRD4')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-27,MRD,"('2022-06-27', 'MRD4')",False,True,False,6.0,100,600.0,Other
2022-06-27,MRD,"('2022-06-27', 'MRD4')",False,True,False,49.0,100,4900.0,Coliform
2022-06-27,MRD,"('2022-06-27', 'MRD5')",False,True,False,0.0,100,0.0,Bioindicator
2022-06-27,MRD,"('2022-06-27', 'MRD5')",False,True,False,61.0,100,6100.0,Other
2022-06-27,MRD,"('2022-06-27', 'MRD5')",False,True,False,3.0,100,300.0,Coliform
2022-06-27,MRD,"('2022-06-27', 'MRD6')",False,True,False,2.0,100,200.0,Bioindicator
2022-06-27,MRD,"('2022-06-27', 'MRD6')",False,True,False,8.0,100,800.0,Other
2022-06-27,MRD,"('2022-06-27', 'MRD6')",False,True,False,65.0,100,6500.0,Coliform
2022-07-02,VNX,"('2022-07-02', 'VNX1')",True,False,False,0.0,100,0.0,Bioindicator
2022-07-02,VNX,"('2022-07-02', 'VNX1')",True,False,False,5.0,100,500.0,Other
2022-07-02,VNX,"('2022-07-02', 'VNX1')",True,False,False,34.0,100,3400.0,Coliform
2022-07-02,VNX,"('2022-07-02', 'VNX2')",True,False,False,1.0,100,100.0,Bioindicator
2022-07-02,VNX,"('2022-07-02', 'VNX2')",True,False,False,11.0,100,1100.0,Other
2022-07-02,VNX,"('2022-07-02', 'VNX2')",True,False,False,43.0,100,4300.0,Coliform
2022-07-02,VNX,"('2022-07-02', 'VNX3')",True,False,False,0.0,100,0.0,Bioindicator
2022-07-02,VNX,"('2022-07-02', 'VNX3')",True,False,False,9.0,100,900.0,Other
2022-07-02,VNX,"('2022-07-02', 'VNX3')",True,False,False,49.0,100,4900.0,Coliform
2022-07-02,VNX,"('2022-07-02', 'VNX4')",True,False,False,0.0,100,0.0,Bioindicator
2022-07-02,VNX,"('2022-07-02', 'VNX4')",True,False,False,18.0,100,1800.0,Other
2022-07-02,VNX,"('2022-07-02', 'VNX4')",True,False,False,39.0,100,3900.0,Coliform
2022-07-02,VNX,"('2022-07-02', 'VNX5')",True,False,False,0.0,100,0.0,Bioindicator
2022-07-02,VNX,"('2022-07-02', 'VNX5')",True,False,False,13.0,100,1300.0,Other
2022-07-02,VNX,"('2022-07-02', 'VNX5')",True,False,False,41.0,100,4100.0,Coliform
