date,location,sample,date_sample,event,before event,after event,medium,label,count,coef,week,doy,year,color,image
12.07.16,VNX,VNX1,"('2016-07-12', 'VNX1')",TRUE,FALSE,FALSE,EasyGel,Coliform,3,25,28,194,2016,med_blue,none
19.07.16,VNX,VNX1,"('2016-07-19', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Coliform,15,25,29,201,2016,med_blue,none
21.06.16,VNX,VNX1,"('2016-06-21', 'VNX1')",FALSE,TRUE,FALSE,EasyGel,Coliform,0,100,25,173,2016,med_blue,none
28.06.16,VNX,VNX1,"('2016-06-28', 'VNX1')",FALSE,TRUE,FALSE,EasyGel,Coliform,5,25,26,180,2016,med_blue,none
26.07.16,VNX,VNX1,"('2016-07-26', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Coliform,0,25,30,208,2016,med_blue,none
09.08.16,VNX,VNX1,"('2016-08-09', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Coliform,3,25,32,222,2016,med_blue,none
02.08.16,VNX,VNX1,"('2016-08-02', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Coliform,4,25,31,215,2016,med_blue,none
05.07.16,MRD,MRD1,"('2016-07-05', 'MRD1')",TRUE,FALSE,FALSE,EasyGel,Other,0,250,27,187,2016,other,none
12.07.16,MRD,MRD1,"('2016-07-12', 'MRD1')",TRUE,FALSE,FALSE,EasyGel,Other,37,25,28,194,2016,other,none
19.07.16,MRD,MRD1,"('2016-07-19', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,5,25,29,201,2016,other,none
21.06.16,MRD,MRD1,"('2016-06-21', 'MRD1')",FALSE,TRUE,FALSE,EasyGel,Other,0,100,25,173,2016,other,none
28.06.16,MRD,MRD1,"('2016-06-28', 'MRD1')",FALSE,TRUE,FALSE,EasyGel,Other,17,25,26,180,2016,other,none
26.07.16,MRD,MRD1,"('2016-07-26', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,2,25,30,208,2016,other,none
02.08.16,MRD,MRD1,"('2016-08-02', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,0,25,31,215,2016,other,none
09.08.16,MRD,MRD1,"('2016-08-09', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,2,25,32,222,2016,other,none
05.07.16,SVT,SVT1,"('2016-07-05', 'SVT1')",TRUE,FALSE,FALSE,EasyGel,Other,0,250,27,187,2016,other,none
12.07.16,SVT,SVT1,"('2016-07-12', 'SVT1')",TRUE,FALSE,FALSE,EasyGel,Other,29,25,28,194,2016,other,none
19.07.16,SVT,SVT1,"('2016-07-19', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,3,25,29,201,2016,other,none
21.06.16,SVT,SVT1,"('2016-06-21', 'SVT1')",FALSE,TRUE,FALSE,EasyGel,Other,0,100,25,173,2016,other,none
28.06.16,SVT,SVT1,"('2016-06-28', 'SVT1')",FALSE,TRUE,FALSE,EasyGel,Other,0,25,26,180,2016,other,none
26.07.16,SVT,SVT1,"('2016-07-26', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,150,25,30,208,2016,other,none
02.08.16,SVT,SVT1,"('2016-08-02', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,1,25,31,215,2016,other,none
09.08.16,SVT,SVT1,"('2016-08-09', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,1,25,32,222,2016,other,none
05.07.16,VNX,VNX1,"('2016-07-05', 'VNX1')",TRUE,FALSE,FALSE,EasyGel,Other,0,250,27,187,2016,other,none
12.07.16,VNX,VNX1,"('2016-07-12', 'VNX1')",TRUE,FALSE,FALSE,EasyGel,Other,4,25,28,194,2016,other,none
19.07.16,VNX,VNX1,"('2016-07-19', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,29,201,2016,other,none
21.06.16,VNX,VNX1,"('2016-06-21', 'VNX1')",FALSE,TRUE,FALSE,EasyGel,Other,0,100,25,173,2016,other,none
28.06.16,VNX,VNX1,"('2016-06-28', 'VNX1')",FALSE,TRUE,FALSE,EasyGel,Other,0,25,26,180,2016,other,none
26.07.16,VNX,VNX1,"('2016-07-26', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,7,25,30,208,2016,other,none
09.08.16,VNX,VNX1,"('2016-08-09', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,2,25,32,222,2016,other,none
02.08.16,VNX,VNX1,"('2016-08-02', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,0,25,31,215,2016,other,none
05.07.16,MRD,MRD1,"('2016-07-05', 'MRD1')",TRUE,FALSE,FALSE,EasyGel,Coliform,0,250,27,187,2016,pink,none
12.07.16,MRD,MRD1,"('2016-07-12', 'MRD1')",TRUE,FALSE,FALSE,EasyGel,Coliform,20,25,28,194,2016,pink,none
19.07.16,MRD,MRD1,"('2016-07-19', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Coliform,1,25,29,201,2016,pink,none
21.06.16,MRD,MRD1,"('2016-06-21', 'MRD1')",FALSE,TRUE,FALSE,EasyGel,Coliform,0,100,25,173,2016,pink,none
28.06.16,MRD,MRD1,"('2016-06-28', 'MRD1')",FALSE,TRUE,FALSE,EasyGel,Coliform,10,25,26,180,2016,pink,none
26.07.16,MRD,MRD1,"('2016-07-26', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Coliform,3,25,30,208,2016,pink,none
02.08.16,MRD,MRD1,"('2016-08-02', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Coliform,1,25,31,215,2016,pink,none
09.08.16,MRD,MRD1,"('2016-08-09', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Coliform,6,25,32,222,2016,pink,none
05.07.16,SVT,SVT1,"('2016-07-05', 'SVT1')",TRUE,FALSE,FALSE,EasyGel,Coliform,2,250,27,187,2016,pink,none
12.07.16,SVT,SVT1,"('2016-07-12', 'SVT1')",TRUE,FALSE,FALSE,EasyGel,Coliform,26,25,28,194,2016,pink,none
19.07.16,SVT,SVT1,"('2016-07-19', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Coliform,7,25,29,201,2016,pink,none
21.06.16,SVT,SVT1,"('2016-06-21', 'SVT1')",FALSE,TRUE,FALSE,EasyGel,Coliform,2,100,25,173,2016,pink,none
28.06.16,SVT,SVT1,"('2016-06-28', 'SVT1')",FALSE,TRUE,FALSE,EasyGel,Coliform,2,25,26,180,2016,pink,none
26.07.16,SVT,SVT1,"('2016-07-26', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Coliform,0,25,30,208,2016,pink,none
02.08.16,SVT,SVT1,"('2016-08-02', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Coliform,0,25,31,215,2016,pink,none
09.08.16,SVT,SVT1,"('2016-08-09', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Coliform,0,25,32,222,2016,pink,none
05.07.16,VNX,VNX1,"('2016-07-05', 'VNX1')",TRUE,FALSE,FALSE,EasyGel,Coliform,0,250,27,187,2016,pink,none
12.07.16,VNX,VNX1,"('2016-07-12', 'VNX1')",TRUE,FALSE,FALSE,EasyGel,Coliform,10,25,28,194,2016,pink,none
19.07.16,VNX,VNX1,"('2016-07-19', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Coliform,2,25,29,201,2016,pink,none
21.06.16,VNX,VNX1,"('2016-06-21', 'VNX1')",FALSE,TRUE,FALSE,EasyGel,Coliform,2,100,25,173,2016,pink,none
28.06.16,VNX,VNX1,"('2016-06-28', 'VNX1')",FALSE,TRUE,FALSE,EasyGel,Coliform,8,25,26,180,2016,pink,none
26.07.16,VNX,VNX1,"('2016-07-26', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Coliform,0,25,30,208,2016,pink,none
09.08.16,VNX,VNX1,"('2016-08-09', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Coliform,0,25,32,222,2016,pink,none
02.08.16,VNX,VNX1,"('2016-08-02', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Coliform,1,25,31,215,2016,pink,none
05.07.16,MRD,MRD1,"('2016-07-05', 'MRD1')",TRUE,FALSE,FALSE,EasyGel,Other,0,250,27,187,2016,turq,none
12.07.16,MRD,MRD1,"('2016-07-12', 'MRD1')",TRUE,FALSE,FALSE,EasyGel,Other,0,25,28,194,2016,turq,none
19.07.16,MRD,MRD1,"('2016-07-19', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,1,25,29,201,2016,turq,none
21.06.16,MRD,MRD1,"('2016-06-21', 'MRD1')",FALSE,TRUE,FALSE,EasyGel,Other,0,100,25,173,2016,turq,none
28.06.16,MRD,MRD1,"('2016-06-28', 'MRD1')",FALSE,TRUE,FALSE,EasyGel,Other,1,25,26,180,2016,turq,none
26.07.16,MRD,MRD1,"('2016-07-26', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,0,25,30,208,2016,turq,none
02.08.16,MRD,MRD1,"('2016-08-02', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,0,25,31,215,2016,turq,none
09.08.16,MRD,MRD1,"('2016-08-09', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,1,25,32,222,2016,turq,none
05.07.16,SVT,SVT1,"('2016-07-05', 'SVT1')",TRUE,FALSE,FALSE,EasyGel,Other,0,250,27,187,2016,turq,none
12.07.16,SVT,SVT1,"('2016-07-12', 'SVT1')",TRUE,FALSE,FALSE,EasyGel,Other,9,25,28,194,2016,turq,none
19.07.16,SVT,SVT1,"('2016-07-19', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,0,25,29,201,2016,turq,none
21.06.16,SVT,SVT1,"('2016-06-21', 'SVT1')",FALSE,TRUE,FALSE,EasyGel,Other,0,100,25,173,2016,turq,none
28.06.16,SVT,SVT1,"('2016-06-28', 'SVT1')",FALSE,TRUE,FALSE,EasyGel,Other,0,25,26,180,2016,turq,none
26.07.16,SVT,SVT1,"('2016-07-26', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,0,25,30,208,2016,turq,none
02.08.16,SVT,SVT1,"('2016-08-02', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,0,25,31,215,2016,turq,none
09.08.16,SVT,SVT1,"('2016-08-09', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,0,25,32,222,2016,turq,none
05.07.16,VNX,VNX1,"('2016-07-05', 'VNX1')",TRUE,FALSE,FALSE,EasyGel,Other,0,250,27,187,2016,turq,none
12.07.16,VNX,VNX1,"('2016-07-12', 'VNX1')",TRUE,FALSE,FALSE,EasyGel,Other,1,25,28,194,2016,turq,none
19.07.16,VNX,VNX1,"('2016-07-19', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,1,25,29,201,2016,turq,none
21.06.16,VNX,VNX1,"('2016-06-21', 'VNX1')",FALSE,TRUE,FALSE,EasyGel,Other,0,100,25,173,2016,turq,none
28.06.16,VNX,VNX1,"('2016-06-28', 'VNX1')",FALSE,TRUE,FALSE,EasyGel,Other,1,25,26,180,2016,turq,none
26.07.16,VNX,VNX1,"('2016-07-26', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,0,25,30,208,2016,turq,none
09.08.16,VNX,VNX1,"('2016-08-09', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,1,25,32,222,2016,turq,none
02.08.16,VNX,VNX1,"('2016-08-02', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,0,25,31,215,2016,turq,none
05.07.16,MRD,MRD1,"('2016-07-05', 'MRD1')",TRUE,FALSE,FALSE,EasyGel,Other,0.4,250,27,187,2016,sample,none
12.07.16,MRD,MRD1,"('2016-07-12', 'MRD1')",TRUE,FALSE,FALSE,EasyGel,Other,4,25,28,194,2016,sample,none
19.07.16,MRD,MRD1,"('2016-07-19', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,29,201,2016,sample,none
21.06.16,MRD,MRD1,"('2016-06-21', 'MRD1')",FALSE,TRUE,FALSE,EasyGel,Other,1,100,25,173,2016,sample,none
28.06.16,MRD,MRD1,"('2016-06-28', 'MRD1')",FALSE,TRUE,FALSE,EasyGel,Other,4,25,26,180,2016,sample,none
26.07.16,MRD,MRD1,"('2016-07-26', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,30,208,2016,sample,none
02.08.16,MRD,MRD1,"('2016-08-02', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,31,215,2016,sample,none
09.08.16,MRD,MRD1,"('2016-08-09', 'MRD1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,32,222,2016,sample,none
05.07.16,SVT,SVT1,"('2016-07-05', 'SVT1')",TRUE,FALSE,FALSE,EasyGel,Other,0.4,250,27,187,2016,sample,none
12.07.16,SVT,SVT1,"('2016-07-12', 'SVT1')",TRUE,FALSE,FALSE,EasyGel,Other,4,25,28,194,2016,sample,none
19.07.16,SVT,SVT1,"('2016-07-19', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,29,201,2016,sample,none
21.06.16,SVT,SVT1,"('2016-06-21', 'SVT1')",FALSE,TRUE,FALSE,EasyGel,Other,1,100,25,173,2016,sample,none
28.06.16,SVT,SVT1,"('2016-06-28', 'SVT1')",FALSE,TRUE,FALSE,EasyGel,Other,4,25,26,180,2016,sample,none
26.07.16,SVT,SVT1,"('2016-07-26', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,30,208,2016,sample,none
02.08.16,SVT,SVT1,"('2016-08-02', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,31,215,2016,sample,none
09.08.16,SVT,SVT1,"('2016-08-09', 'SVT1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,32,222,2016,sample,none
05.07.16,VNX,VNX1,"('2016-07-05', 'VNX1')",TRUE,FALSE,FALSE,EasyGel,Other,0.4,250,27,187,2016,sample,none
12.07.16,VNX,VNX1,"('2016-07-12', 'VNX1')",TRUE,FALSE,FALSE,EasyGel,Other,4,25,28,194,2016,sample,none
19.07.16,VNX,VNX1,"('2016-07-19', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,29,201,2016,sample,none
21.06.16,VNX,VNX1,"('2016-06-21', 'VNX1')",FALSE,TRUE,FALSE,EasyGel,Other,1,100,25,173,2016,sample,none
28.06.16,VNX,VNX1,"('2016-06-28', 'VNX1')",FALSE,TRUE,FALSE,EasyGel,Other,4,25,26,180,2016,sample,none
26.07.16,VNX,VNX1,"('2016-07-26', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,30,208,2016,sample,none
09.08.16,VNX,VNX1,"('2016-08-09', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,32,222,2016,sample,none
02.08.16,VNX,VNX1,"('2016-08-02', 'VNX1')",FALSE,FALSE,TRUE,EasyGel,Other,4,25,31,215,2016,sample,none
05.07.16,MRD,MRD2,"('2016-07-05', 'MRD2')",TRUE,FALSE,FALSE,EasyGel,Bioindicator,0,250,27,187,2016,big_blue,none
12.07.16,MRD,MRD2,"('2016-07-12', 'MRD2')",TRUE,FALSE,FALSE,EasyGel,Bioindicator,17,25,28,194,2016,big_blue,none
19.07.16,MRD,MRD2,"('2016-07-19', 'MRD2')",FALSE,FALSE,TRUE,EasyGel,Bioindicator,16,25,29,201,2016,big_blue,none
21.06.16,MRD,MRD2,"('2016-06-21', 'MRD2')",FALSE,TRUE,FALSE,EasyGel,Bioindicator,0,100,25,173,2016,big_blue,none
28.06.16,MRD,MRD2,"('2016-06-28', 'MRD2')",FALSE,TRUE,FALSE,EasyGel,Bioindicator,0,25,26,180,2016,big_blue,none
26.07.16,MRD,MRD2,"('2016-07-26', 'MRD2')",FALSE,FALSE,TRUE,EasyGel,Bioindicator,0,25,30,208,2016,big_blue,none
02.08.16,MRD,MRD2,"('2016-08-02', 'MRD2')",FALSE,FALSE,TRUE,EasyGel,Bioindicator,1,25,31,215,2016,big_blue,none
09.08.16,MRD,MRD2,"('2016-08-09', 'MRD2')",FALSE,FALSE,TRUE,EasyGel,Bioindicator,0,25,32,222,2016,big_blue,none
05.07.16,SVT,SVT2,"('2016-07-05', 'SVT2')",TRUE,FALSE,FALSE,EasyGel,Bioindicator,0,250,27,187,2016,big_blue,none
12.07.16,SVT,SVT2,"('2016-07-12', 'SVT2')",TRUE,FALSE,FALSE,EasyGel,Bioindicator,36,25,28,194,2016,big_blue,none
19.07.16,SVT,SVT2,"('2016-07-19', 'SVT2')",FALSE,FALSE,TRUE,EasyGel,Bioindicator,15,25,29,201,2016,big_blue,none
21.06.16,SVT,SVT2,"('2016-06-21', 'SVT2')",FALSE,TRUE,FALSE,EasyGel,Bioindicator,0,100,25,173,2016,big_blue,none
28.06.16,SVT,SVT2,"('2016-06-28', 'SVT2')",FALSE,TRUE,FALSE,EasyGel,Bioindicator,0,25,26,180,2016,big_blue,none
