date,sample,temperature,media,color,count,image (48h),coef,date_sample,year,location,doy
2023-06-12,MRD3,16.1,ECC-A,Dark Blue,3,20230614_205500.jpg,100,"('12/6/2023', 'MRD3')",2023,MRD,163
2023-06-12,MRD3,16.1,ECC-A,Turquoise,2,20230614_205500.jpg,100,"('12/6/2023', 'MRD3')",2023,MRD,163
2023-06-12,MRD3,16.1,ECC-A,Pink,43,20230614_205500.jpg,100,"('12/6/2023', 'MRD3')",2023,MRD,163
2023-06-12,MRD4,16.1,ECC-A,Dark Blue,1,20230614_205605.jpg,100,"('12/6/2023', 'MRD4')",2023,MRD,163
2023-06-12,MRD4,16.1,ECC-A,Turquoise,4,20230614_205605.jpg,100,"('12/6/2023', 'MRD4')",2023,MRD,163
2023-06-12,MRD4,16.1,ECC-A,Pink,31,20230614_205605.jpg,100,"('12/6/2023', 'MRD4')",2023,MRD,163
2023-06-12,MRD5,16.1,ECC-A,Dark Blue,1,20230614_205708.jpg,100,"('12/6/2023', 'MRD5')",2023,MRD,163
2023-06-12,MRD5,16.1,ECC-A,Turquoise,8,20230614_205708.jpg,100,"('12/6/2023', 'MRD5')",2023,MRD,163
2023-06-12,MRD5,16.1,ECC-A,Pink,28,20230614_205708.jpg,100,"('12/6/2023', 'MRD5')",2023,MRD,163
2023-06-12,MRD6,16.1,ECC-A,Dark Blue,1,20230614_205803.jpg,100,"('12/6/2023', 'MRD6')",2023,MRD,163
2023-06-12,MRD6,16.1,ECC-A,Turquoise,0,20230614_205803.jpg,100,"('12/6/2023', 'MRD6')",2023,MRD,163
2023-06-12,MRD6,16.1,ECC-A,Pink,22,20230614_205803.jpg,100,"('12/6/2023', 'MRD6')",2023,MRD,163
2023-06-12,MRDE,16.1,Double side ECC,Dark Blue,3,20230614_204742.jpg,100,"('12/6/2023', 'MRDE')",2023,MRD,163
2023-06-12,MRDE,16.1,Double side ECC,Turquoise,2,20230614_204742.jpg,100,"('12/6/2023', 'MRDE')",2023,MRD,163
2023-06-12,MRDE,16.1,Double side ECC,Pink,51,20230614_204742.jpg,100,"('12/6/2023', 'MRDE')",2023,MRD,163
2023-06-12,MRDE,16.1,Double side E coli,Turquoise,9,20230614_204853.jpg,100,"('12/6/2023', 'MRDE')",2023,MRD,163
2023-06-12,SVTE,16.1,Double side E coli,Turquoise,9,20230614_204935.jpg,100,"('12/6/2023', 'SVTE')",2023,SVT,163
2023-06-12,SVTE,16.1,Double side ECC,Dark Blue,0,20230614_204941.jpg,100,"('12/6/2023', 'SVTE')",2023,SVT,163
2023-06-12,SVTE,16.1,Double side ECC,Turquoise,1,20230614_204941.jpg,100,"('12/6/2023', 'SVTE')",2023,SVT,163
2023-06-12,SVTE,16.1,Double side ECC,Pink,17,20230614_204941.jpg,100,"('12/6/2023', 'SVTE')",2023,SVT,163
2023-06-12,VNXE,16.1,Double side ECC,Dark Blue,0,20230614_205050.jpg,100,"('12/6/2023', 'VNXE')",2023,VNX,163
2023-06-12,VNXE,16.1,Double side ECC,Turquoise,1,20230614_205050.jpg,100,"('12/6/2023', 'VNXE')",2023,VNX,163
2023-06-12,VNXE,16.1,Double side ECC,Pink,28,20230614_205050.jpg,100,"('12/6/2023', 'VNXE')",2023,VNX,163
2023-06-12,VNXE,16.1,Double side E coli,Turquoise,7,20230614_205044.jpg,100,"('12/6/2023', 'VNXE')",2023,VNX,163
2023-06-19,VNX1,17.4,ECC-A,Dark Blue,1,20230622_002131.jpg,100,"('19/6/2023', 'VNX1')",2023,VNX,170
2023-06-19,VNX1,17.4,ECC-A,Turquoise,4,20230622_002131.jpg,100,"('19/6/2023', 'VNX1')",2023,VNX,170
2023-06-19,VNX1,17.4,ECC-A,Pink,99,20230622_002131.jpg,100,"('19/6/2023', 'VNX1')",2023,VNX,170
2023-06-19,VNX2,17.4,ECC-A,Dark Blue,0,20230622_001856.jpg,100,"('19/6/2023', 'VNX2')",2023,VNX,170
2023-06-19,VNX2,17.4,ECC-A,Turquoise,1,20230622_001856.jpg,100,"('19/6/2023', 'VNX2')",2023,VNX,170
2023-06-19,VNX2,17.4,ECC-A,Pink,124,20230622_001856.jpg,100,"('19/6/2023', 'VNX2')",2023,VNX,170
2023-06-19,VNX3,17.4,ECC-A,Dark Blue,0,20230622_001656.jpg,100,"('19/6/2023', 'VNX3')",2023,VNX,170
2023-06-19,VNX3,17.4,ECC-A,Turquoise,2,20230622_001656.jpg,100,"('19/6/2023', 'VNX3')",2023,VNX,170
2023-06-19,VNX3,17.4,ECC-A,Pink,70,20230622_001656.jpg,100,"('19/6/2023', 'VNX3')",2023,VNX,170
2023-06-19,VNX4,17.4,ECC-A,Dark Blue,2,20230622_001434.jpg,100,"('19/6/2023', 'VNX4')",2023,VNX,170
2023-06-19,VNX4,17.4,ECC-A,Turquoise,6,20230622_001434.jpg,100,"('19/6/2023', 'VNX4')",2023,VNX,170
2023-06-19,VNX4,17.4,ECC-A,Pink,68,20230622_001434.jpg,100,"('19/6/2023', 'VNX4')",2023,VNX,170
2023-06-19,VNX5,17.4,ECC-A,Dark Blue,1,20230622_001303.jpg,100,"('19/6/2023', 'VNX5')",2023,VNX,170
2023-06-19,VNX5,17.4,ECC-A,Turquoise,17,20230622_001303.jpg,100,"('19/6/2023', 'VNX5')",2023,VNX,170
2023-06-19,VNX5,17.4,ECC-A,Pink,115,20230622_001303.jpg,100,"('19/6/2023', 'VNX5')",2023,VNX,170
2023-06-19,VNX6,17.4,ECC-A,Dark Blue,0,20230622_001159.jpg,100,"('19/6/2023', 'VNX6')",2023,VNX,170
2023-06-19,VNX6,17.4,ECC-A,Turquoise,3,20230622_001159.jpg,100,"('19/6/2023', 'VNX6')",2023,VNX,170
2023-06-19,VNX6,17.4,ECC-A,Pink,62,20230622_001159.jpg,100,"('19/6/2023', 'VNX6')",2023,VNX,170
2023-06-19,SVT1,17.4,ECC-A,Dark Blue,0,20230622_003040.jpg,100,"('19/6/2023', 'SVT1')",2023,SVT,170
2023-06-19,SVT1,17.4,ECC-A,Turquoise,0,20230622_003040.jpg,100,"('19/6/2023', 'SVT1')",2023,SVT,170
2023-06-19,SVT1,17.4,ECC-A,Pink,15,20230622_003040.jpg,100,"('19/6/2023', 'SVT1')",2023,SVT,170
2023-06-19,SVT2,17.4,ECC-A,Dark Blue,0,20230622_002959.jpg,100,"('19/6/2023', 'SVT2')",2023,SVT,170
2023-06-19,SVT2,17.4,ECC-A,Turquoise,0,20230622_002959.jpg,100,"('19/6/2023', 'SVT2')",2023,SVT,170
2023-06-19,SVT2,17.4,ECC-A,Pink,22,20230622_002959.jpg,100,"('19/6/2023', 'SVT2')",2023,SVT,170
2023-06-19,SVT3,17.4,ECC-A,Dark Blue,0,20230622_002940.jpg,100,"('19/6/2023', 'SVT3')",2023,SVT,170
2023-06-19,SVT3,17.4,ECC-A,Turquoise,0,20230622_002940.jpg,100,"('19/6/2023', 'SVT3')",2023,SVT,170
2023-06-19,SVT3,17.4,ECC-A,Pink,12,20230622_002940.jpg,100,"('19/6/2023', 'SVT3')",2023,SVT,170
2023-06-19,SVT4,17.4,ECC-A,Dark Blue,0,20230622_002924.jpg,100,"('19/6/2023', 'SVT4')",2023,SVT,170
2023-06-19,SVT4,17.4,ECC-A,Turquoise,0,20230622_002924.jpg,100,"('19/6/2023', 'SVT4')",2023,SVT,170
2023-06-19,SVT4,17.4,ECC-A,Pink,14,20230622_002924.jpg,100,"('19/6/2023', 'SVT4')",2023,SVT,170
2023-06-19,SVT5,17.4,ECC-A,Dark Blue,3,20230622_002904.jpg,100,"('19/6/2023', 'SVT5')",2023,SVT,170
2023-06-19,SVT5,17.4,ECC-A,Turquoise,0,20230622_002904.jpg,100,"('19/6/2023', 'SVT5')",2023,SVT,170
2023-06-19,SVT5,17.4,ECC-A,Pink,8,20230622_002904.jpg,100,"('19/6/2023', 'SVT5')",2023,SVT,170
2023-06-19,SVT6,17.4,ECC-A,Dark Blue,0,20230622_002813.jpg,100,"('19/6/2023', 'SVT6')",2023,SVT,170
2023-06-19,SVT6,17.4,ECC-A,Turquoise,1,20230622_002813.jpg,100,"('19/6/2023', 'SVT6')",2023,SVT,170
2023-06-19,SVT6,17.4,ECC-A,Pink,13,20230622_002813.jpg,100,"('19/6/2023', 'SVT6')",2023,SVT,170
2023-06-19,MRD1,17.4,ECC-A,Dark Blue,2,20230622_001041.jpg,100,"('19/6/2023', 'MRD1')",2023,MRD,170
2023-06-19,MRD1,17.4,ECC-A,Turquoise,3,20230622_001041.jpg,100,"('19/6/2023', 'MRD1')",2023,MRD,170
2023-06-19,MRD1,17.4,ECC-A,Pink,67,20230622_001041.jpg,100,"('19/6/2023', 'MRD1')",2023,MRD,170
2023-06-19,MRD2,17.4,ECC-A,Dark Blue,2,20230622_001038.jpg,100,"('19/6/2023', 'MRD2')",2023,MRD,170
2023-06-19,MRD2,17.4,ECC-A,Turquoise,2,20230622_001038.jpg,100,"('19/6/2023', 'MRD2')",2023,MRD,170
2023-06-19,MRD2,17.4,ECC-A,Pink,36,20230622_001038.jpg,100,"('19/6/2023', 'MRD2')",2023,MRD,170
2023-06-19,MRD3,17.4,ECC-A,Dark Blue,0,20230622_000751.jpg,100,"('19/6/2023', 'MRD3')",2023,MRD,170
2023-06-19,MRD3,17.4,ECC-A,Turquoise,3,20230622_000751.jpg,100,"('19/6/2023', 'MRD3')",2023,MRD,170
2023-06-19,MRD3,17.4,ECC-A,Pink,68,20230622_000751.jpg,100,"('19/6/2023', 'MRD3')",2023,MRD,170
2023-06-19,MRD4,17.4,ECC-A,Dark Blue,1,20230622_000705.jpg,100,"('19/6/2023', 'MRD4')",2023,MRD,170
2023-06-19,MRD4,17.4,ECC-A,Turquoise,2,20230622_000705.jpg,100,"('19/6/2023', 'MRD4')",2023,MRD,170
2023-06-19,MRD4,17.4,ECC-A,Pink,43,20230622_000705.jpg,100,"('19/6/2023', 'MRD4')",2023,MRD,170
2023-06-19,MRD5,17.4,ECC-A,Dark Blue,0,20230622_000348.jpg,100,"('19/6/2023', 'MRD5')",2023,MRD,170
2023-06-19,MRD5,17.4,ECC-A,Turquoise,2,20230622_000348.jpg,100,"('19/6/2023', 'MRD5')",2023,MRD,170
2023-06-19,MRD5,17.4,ECC-A,Pink,52,20230622_000348.jpg,100,"('19/6/2023', 'MRD5')",2023,MRD,170
2023-06-19,MRD6,17.4,ECC-A,Dark Blue,1,20230622_001206.jpg,100,"('19/6/2023', 'MRD6')",2023,MRD,170
2023-06-19,MRD6,17.4,ECC-A,Turquoise,2,20230622_001206.jpg,100,"('19/6/2023', 'MRD6')",2023,MRD,170
2023-06-19,MRD6,17.4,ECC-A,Pink,60,20230622_001206.jpg,100,"('19/6/2023', 'MRD6')",2023,MRD,170
2023-06-19,MRDE,17.4,Double side ECC,Dark Blue,2,20230622_000120.jpg,100,"('19/6/2023', 'MRDE')",2023,MRD,170
2023-06-19,MRDE,17.4,Double side ECC,Turquoise,2,20230622_000120.jpg,100,"('19/6/2023', 'MRDE')",2023,MRD,170
2023-06-19,MRDE,17.4,Double side ECC,Pink,131,20230622_000120.jpg,100,"('19/6/2023', 'MRDE')",2023,MRD,170
2023-06-19,MRDE,17.4,Double side E coli,Turquoise,15,20230622_000125.jpg,100,"('19/6/2023', 'MRDE')",2023,MRD,170
2023-06-19,SVTE,17.4,Double side E coli,Turquoise,1,20230622_002714.jpg,100,"('19/6/2023', 'SVTE')",2023,SVT,170
2023-06-19,SVTE,17.4,Double side ECC,Dark Blue,0,20230622_002711.jpg,100,"('19/6/2023', 'SVTE')",2023,SVT,170
2023-06-19,SVTE,17.4,Double side ECC,Turquoise,0,20230622_002711.jpg,100,"('19/6/2023', 'SVTE')",2023,SVT,170
2023-06-19,SVTE,17.4,Double side ECC,Pink,20,20230622_002711.jpg,100,"('19/6/2023', 'SVTE')",2023,SVT,170
2023-06-19,VNXE,17.4,Double side ECC,Dark Blue,1,20230622_002353.jpg,100,"('19/6/2023', 'VNXE')",2023,VNX,170
2023-06-19,VNXE,17.4,Double side ECC,Turquoise,2,20230622_002353.jpg,100,"('19/6/2023', 'VNXE')",2023,VNX,170
2023-06-19,VNXE,17.4,Double side ECC,Pink,140,20230622_002353.jpg,100,"('19/6/2023', 'VNXE')",2023,VNX,170
2023-06-19,VNXE,17.4,Double side E coli,Turquoise,19,20230622_002357.jpg,100,"('19/6/2023', 'VNXE')",2023,VNX,170
2023-06-26,VNX1,18.6,ECC-A,Dark Blue,0,20230628_190128.jpg,100,"('26/6/2023', 'VNX1')",2023,VNX,177
2023-06-26,VNX1,18.6,ECC-A,Turquoise,3,20230628_190128.jpg,100,"('26/6/2023', 'VNX1')",2023,VNX,177
2023-06-26,VNX1,18.6,ECC-A,Pink,20,20230628_190128.jpg,100,"('26/6/2023', 'VNX1')",2023,VNX,177
2023-06-26,VNX2,18.6,ECC-A,Dark Blue,1,20230628_190131.jpg,100,"('26/6/2023', 'VNX2')",2023,VNX,177
2023-06-26,VNX2,18.6,ECC-A,Turquoise,3,20230628_190131.jpg,100,"('26/6/2023', 'VNX2')",2023,VNX,177
2023-06-26,VNX2,18.6,ECC-A,Pink,22,20230628_190131.jpg,100,"('26/6/2023', 'VNX2')",2023,VNX,177
2023-06-26,VNX3,18.6,ECC-A,Dark Blue,0,20230628_190134.jpg,100,"('26/6/2023', 'VNX3')",2023,VNX,177
2023-06-26,VNX3,18.6,ECC-A,Turquoise,9,20230628_190134.jpg,100,"('26/6/2023', 'VNX3')",2023,VNX,177
2023-06-26,VNX3,18.6,ECC-A,Pink,33,20230628_190134.jpg,100,"('26/6/2023', 'VNX3')",2023,VNX,177
2023-06-26,VNX4,18.6,ECC-A,Dark Blue,2,20230628_190137.jpg,100,"('26/6/2023', 'VNX4')",2023,VNX,177
2023-06-26,VNX4,18.6,ECC-A,Turquoise,12,20230628_190137.jpg,100,"('26/6/2023', 'VNX4')",2023,VNX,177
2023-06-26,VNX4,18.6,ECC-A,Pink,22,20230628_190137.jpg,100,"('26/6/2023', 'VNX4')",2023,VNX,177
2023-06-26,VNX5,18.6,ECC-A,Dark Blue,0,20230628_190139.jpg,100,"('26/6/2023', 'VNX5')",2023,VNX,177
2023-06-26,VNX5,18.6,ECC-A,Turquoise,11,20230628_190139.jpg,100,"('26/6/2023', 'VNX5')",2023,VNX,177
2023-06-26,VNX5,18.6,ECC-A,Pink,28,20230628_190139.jpg,100,"('26/6/2023', 'VNX5')",2023,VNX,177
2023-06-26,VNX6,18.6,ECC-A,Dark Blue,0,20230628_190142.jpg,100,"('26/6/2023', 'VNX6')",2023,VNX,177
2023-06-26,VNX6,18.6,ECC-A,Turquoise,8,20230628_190142.jpg,100,"('26/6/2023', 'VNX6')",2023,VNX,177
2023-06-26,VNX6,18.6,ECC-A,Pink,24,20230628_190142.jpg,100,"('26/6/2023', 'VNX6')",2023,VNX,177
2023-06-26,SVT1,18.6,ECC-A,Dark Blue,0,20230628_190729.jpg,100,"('26/6/2023', 'SVT1')",2023,SVT,177
2023-06-26,SVT1,18.6,ECC-A,Turquoise,5,20230628_190729.jpg,100,"('26/6/2023', 'SVT1')",2023,SVT,177
2023-06-26,SVT1,18.6,ECC-A,Pink,33,20230628_190729.jpg,100,"('26/6/2023', 'SVT1')",2023,SVT,177
2023-06-26,SVT2,18.6,ECC-A,Dark Blue,0,20230628_190732.jpg,100,"('26/6/2023', 'SVT2')",2023,SVT,177
2023-06-26,SVT2,18.6,ECC-A,Turquoise,0,20230628_190732.jpg,100,"('26/6/2023', 'SVT2')",2023,SVT,177
2023-06-26,SVT2,18.6,ECC-A,Pink,33,20230628_190732.jpg,100,"('26/6/2023', 'SVT2')",2023,SVT,177
2023-06-26,SVT3,18.6,ECC-A,Dark Blue,0,20230628_190734.jpg,100,"('26/6/2023', 'SVT3')",2023,SVT,177
2023-06-26,SVT3,18.6,ECC-A,Turquoise,3,20230628_190734.jpg,100,"('26/6/2023', 'SVT3')",2023,SVT,177
2023-06-26,SVT3,18.6,ECC-A,Pink,35,20230628_190734.jpg,100,"('26/6/2023', 'SVT3')",2023,SVT,177
2023-06-26,SVT4,18.6,ECC-A,Dark Blue,0,20230628_190736.jpg,100,"('26/6/2023', 'SVT4')",2023,SVT,177
2023-06-26,SVT4,18.6,ECC-A,Turquoise,0,20230628_190736.jpg,100,"('26/6/2023', 'SVT4')",2023,SVT,177
2023-06-26,SVT4,18.6,ECC-A,Pink,25,20230628_190736.jpg,100,"('26/6/2023', 'SVT4')",2023,SVT,177
2023-06-26,SVT5,18.6,ECC-A,Dark Blue,0,20230628_190740.jpg,100,"('26/6/2023', 'SVT5')",2023,SVT,177
2023-06-26,SVT5,18.6,ECC-A,Turquoise,7,20230628_190740.jpg,100,"('26/6/2023', 'SVT5')",2023,SVT,177
2023-06-26,SVT5,18.6,ECC-A,Pink,30,20230628_190740.jpg,100,"('26/6/2023', 'SVT5')",2023,SVT,177
2023-06-26,SVT6,18.6,ECC-A,Dark Blue,0,20230628_190742.jpg,100,"('26/6/2023', 'SVT6')",2023,SVT,177
2023-06-26,SVT6,18.6,ECC-A,Turquoise,0,20230628_190742.jpg,100,"('26/6/2023', 'SVT6')",2023,SVT,177
2023-06-26,SVT6,18.6,ECC-A,Pink,35,20230628_190742.jpg,100,"('26/6/2023', 'SVT6')",2023,SVT,177
2023-06-26,MRD1,18.6,ECC-A,Dark Blue,0,20230628_185448.jpg,100,"('26/6/2023', 'MRD1')",2023,MRD,177
2023-06-26,MRD1,18.6,ECC-A,Turquoise,6,20230628_185448.jpg,100,"('26/6/2023', 'MRD1')",2023,MRD,177
2023-06-26,MRD1,18.6,ECC-A,Pink,40,20230628_185448.jpg,100,"('26/6/2023', 'MRD1')",2023,MRD,177
2023-06-26,MRD2,18.6,ECC-A,Dark Blue,0,20230628_185450.jpg,100,"('26/6/2023', 'MRD2')",2023,MRD,177
2023-06-26,MRD2,18.6,ECC-A,Turquoise,2,20230628_185450.jpg,100,"('26/6/2023', 'MRD2')",2023,MRD,177
2023-06-26,MRD2,18.6,ECC-A,Pink,46,20230628_185450.jpg,100,"('26/6/2023', 'MRD2')",2023,MRD,177
2023-06-26,MRD3,18.6,ECC-A,Dark Blue,0,20230628_185453.jpg,100,"('26/6/2023', 'MRD3')",2023,MRD,177
2023-06-26,MRD3,18.6,ECC-A,Turquoise,15,20230628_185453.jpg,100,"('26/6/2023', 'MRD3')",2023,MRD,177
2023-06-26,MRD3,18.6,ECC-A,Pink,45,20230628_185453.jpg,100,"('26/6/2023', 'MRD3')",2023,MRD,177
2023-06-26,MRD4,18.6,ECC-A,Dark Blue,0,20230628_185456.jpg,100,"('26/6/2023', 'MRD4')",2023,MRD,177
2023-06-26,MRD4,18.6,ECC-A,Turquoise,2,20230628_185456.jpg,100,"('26/6/2023', 'MRD4')",2023,MRD,177
2023-06-26,MRD4,18.6,ECC-A,Pink,39,20230628_185456.jpg,100,"('26/6/2023', 'MRD4')",2023,MRD,177
2023-06-26,MRD5,18.6,ECC-A,Dark Blue,1,20230628_185459.jpg,100,"('26/6/2023', 'MRD5')",2023,MRD,177
2023-06-26,MRD5,18.6,ECC-A,Turquoise,3,20230628_185459.jpg,100,"('26/6/2023', 'MRD5')",2023,MRD,177
2023-06-26,MRD5,18.6,ECC-A,Pink,43,20230628_185459.jpg,100,"('26/6/2023', 'MRD5')",2023,MRD,177
2023-06-26,MRD6,18.6,ECC-A,Dark Blue,0,20230628_185501.jpg,100,"('26/6/2023', 'MRD6')",2023,MRD,177
2023-06-26,MRD6,18.6,ECC-A,Turquoise,3,20230628_185501.jpg,100,"('26/6/2023', 'MRD6')",2023,MRD,177
2023-06-26,MRD6,18.6,ECC-A,Pink,35,20230628_185501.jpg,100,"('26/6/2023', 'MRD6')",2023,MRD,177
2023-06-26,MRDE,18.6,Double side ECC,Dark Blue,2,20230628_185508.jpg,100,"('26/6/2023', 'MRDE')",2023,MRD,177
2023-06-26,MRDE,18.6,Double side ECC,Turquoise,10,20230628_185508.jpg,100,"('26/6/2023', 'MRDE')",2023,MRD,177
2023-06-26,MRDE,18.6,Double side ECC,Pink,91,20230628_185508.jpg,100,"('26/6/2023', 'MRDE')",2023,MRD,177
2023-06-26,MRDE,18.6,Double side E coli,Turquoise,12,20230628_185504.jpg,100,"('26/6/2023', 'MRDE')",2023,MRD,177
2023-06-26,SVTE,18.6,Double side E coli,Turquoise,5,20230628_190150.jpg,100,"('26/6/2023', 'SVTE')",2023,SVT,177
2023-06-26,SVTE,18.6,Double side ECC,Dark Blue,1,20230628_190146.jpg,100,"('26/6/2023', 'SVTE')",2023,SVT,177
2023-06-26,SVTE,18.6,Double side ECC,Turquoise,0,20230628_190146.jpg,100,"('26/6/2023', 'SVTE')",2023,SVT,177
2023-06-26,SVTE,18.6,Double side ECC,Pink,25,20230628_190146.jpg,100,"('26/6/2023', 'SVTE')",2023,SVT,177
2023-06-26,VNXE,18.6,Double side ECC,Dark Blue,1,20230628_190534.jpg,100,"('26/6/2023', 'VNXE')",2023,VNX,177
2023-06-26,VNXE,18.6,Double side ECC,Turquoise,9,20230628_190534.jpg,100,"('26/6/2023', 'VNXE')",2023,VNX,177
2023-06-26,VNXE,18.6,Double side ECC,Pink,49,20230628_190534.jpg,100,"('26/6/2023', 'VNXE')",2023,VNX,177
2023-06-26,VNXE,18.6,Double side E coli,Turquoise,17,20230628_190527.jpg,100,"('26/6/2023', 'VNXE')",2023,VNX,177
2023-07-03,VNX1,19,ECC-A,Dark Blue,1,20230704_212049.jpg,100,"('3/7/2023', 'VNX1')",2023,VNX,184
2023-07-03,VNX1,19,ECC-A,Turquoise,3,20230704_212049.jpg,100,"('3/7/2023', 'VNX1')",2023,VNX,184
2023-07-03,VNX1,19,ECC-A,Pink,15,20230704_212049.jpg,100,"('3/7/2023', 'VNX1')",2023,VNX,184
2023-07-03,VNX2,19,ECC-A,Dark Blue,1,20230704_212051.jpg,100,"('3/7/2023', 'VNX2')",2023,VNX,184
